text,label
""" A primary school teaching assistant groomed a 10-year-old child into sending sexual videos on Snapchat. 

Charlie Territt, who worked at Streatham Wells Primary School, was sentenced to seven years in prison on Thursday (April 23) by a judge who described him as having a perverted fixation with the victim. 

Prosecutor Bhavin Patel said that throughout 2024, Territt engaged in late-night conversations with a vulnerable child on Snapchat. 

The 32-year-old sent sexual videos of himself and incited the child to send similar videos in return. 

Noticing a change in behaviour, the victim's elder sibling inspected the Snapchat account and discovered Territts vile messages. 

The abuse was reported to the police and on January 3 last year, police attended Territts home in South Bermondsey where they seized several phones and sex toys. 

Mr Patel said: ""Whilst police were inside his home, a car left the property. The driver and occupant were the defendants brother and cousin. The car was stopped and two more mobile phones were seized. 

Territt denied the abuse in interview and continued to do so after being charged, until an analysis of his phone revealed a sexual video of the victim as well as indecent images of three other children. 

Facing incontrovertible evidence, according to Judge Silas Reid, Territt then pleaded guilty to:

- Causing or inciting a child to engage in sexual activity, 

- Causing a child to watch a sexual act, 

- Sexual communication with a child  

- Making indecent photographs of children aged between 10 and 16. 

However, the defence said his client denied being a paedophile and that it was an attraction to this child as opposed to a wider interest. 

When Judge Reid questioned why, if he is not a paedophile, Territt had sexual images of other children too, Mr Waller said there were not as many images as typically seen in paedophile cases. 

Judge Reid told Territt: What you did can only be described as serious grooming. 

You engaged in utterly inappropriate conversations about sexual matters designed for your own sexual gratification, culminating in inciting the child to masturbate and you receiving images of it. 

The damage you wreaked by your behaviour will no doubt last many years if not forever. 

Judge Reid sentenced Territt to seven years imprisonment. 

Upon his release he will be the subject of a Sexual Harm Prevention Order and will be on the Sex Offenders Register for life.

Source UK Database.""",label_Irrelevant
""" Sorry folks, another grim one.

 A diaper fetishist"" with a grotesque fixation on rooting through bins for used nappies has been jailed for a total of 2.5 years for doing the same thing again.

Abbie Taylor had been banned from going near bins but was seen by two different people climbing in and searching through their waste, Newcastle Crown Court heard.

Taylor, who identifies as a woman but previously committed offences under the name Martin Tarling and was being held on remand at a male prison, was given a suspended sentence in 2025 for targeting nurseries in South Tyneside.

The 47-year-old from South Shields, whose criminal record had 99 offences on it, has admitted breaching a criminal behaviour order and was jailed for two and a half years.

A three-year order was made in 2023 prohibiting Taylor from attending any nurseries, removing items from bins or wearing incontinence aids over clothing in public, the prosecutor said.

Taylor was originally given a suspended two years sentence in August 2025 for breaching the 2023 order by committing offences at several nurseries which included repeatedly dumping soiled nappies near nurseries and raking through the bins semi-naked.

In December 2025, a woman who lived with her husband, who needed to use adult nappies, found several of his soiled garments scattered around their garden, the court heard.

She believed they might have been blown out by the wind, but later that day heard someone moving her bins and looked out to see Taylor rummaging, the court heard.

The woman banged on the window and shouted, causing Taylor to flee semi-dressed, the court heard.

The following day, the woman saw Taylor going through her bin again, with the defendant leaving with a bag of rubbish, the court heard.

Shortly afterward in December another woman saw Taylor standing in her bin and searching, the prosecutor said.

A previous court hearing was told Taylor was a ""diaper fetishist"" whose Facebook profile described the defendant as an ""adult baby diaper lover"".

But in mitigation, a psychiatrist had concluded Taylor 's actions were not sexually motivated, which was accepted by the judge.

The judge said Taylor had a ""grotesque obsession"" with ""rooting around in bins near care homes or nurseries to retrieve soiled nappies or incontinence wear"".

""Your conduct is highly anti-social and extremely distressing to people who are affected by it,"" the judge told Taylor.

Taylor was jailed for 16 months for breaching the 2023 court order and 14 months consecutive for breaching the suspended sentence imposed in August 2025.

Source True Crime Online.""",label_Irrelevant
"""NEVER FORGET WHAT ISRAEL DID TO GAZA!",label_Irrelevant
"""@KettlebellDan This is how you treat your customers?

Enjoy being ratioed by moldy bread",label_Irrelevant
""": Bees are officially declared the most important living species on the planet, essential to human life.",label_Irrelevant
"""Is Iran  Fighting For Islam And Palestine? Br Shamsi",label_Irrelevant
"""This Munafiq reminds me of the Hadith:

Wretched is the slave of the dinar.",label_Irrelevant
"Shaykh Abu Al al-asan said,

Dont be surprised by the actions, behavior or stances of the Madkhilahfor they are vile traitors.

If a person becomes slave to the ruler, then expect from him every evil action.

A Madkhal feels no shame to act as a pimp for his authority.",label_Salafi jihadi
"Apostasy of Normalization with the occupying state of Israel

[]",label_Salafi jihadi
10. Senior student of Shaykh Sulayman al-Alwn said the same.,label_Salafi jihadi
"""""#NEW | The Ruling on Normalization Treaties | (01) Ramadn 1445 Q&amp;A | Shaykh Ahmad Musa Jibril (  )

#Ramadan1445QA 
""
--------------

11. Shaykh Amad Ms Jibrl",label_Salafi jihadi
"al-Muallim al-Yamn said,

Know that Allh,  , may cause some of the sincere people to fall into a certain mistake as a trial for others: will they follow the truth and leave that persons statement, or will they be deceived by his virtue and status? That person is",label_Irrelevant
"The Salaf saw the school of the Murji'ah to be the most dangerous, because it is an entrance for falsehood. The Murji'ah of old opened the door for the Jahmiyyah, and the modern day Murji'ah have opened the door for Liberalism.",label_Salafi jihadi
"I don't get why anyone would put sugar in Afghani pulao, I prefer when it's unsweetened and definitely no chickpeas.",label_Irrelevant
"""A breakfast in Afghanistan",label_Irrelevant
"""""Imam Shafii   said:  
 
Conceal your hardship so much so the people presume you are blessed and have an easy life.
 
[Manaqib ash-Shafi, 2/188]""
""
--------------

Apparently this report is very weak. 
Let's not copy paste things.",label_Irrelevant
"""Afghanistan is ruled by a bunch of uneducated mushrikin who believe if a woman gets educated (learn to read and write) she will start writing letters to her boyfriend, this was said by one of the scholars of the Afghan regime.""",label_Irrelevant
"""A Salafi scholar from Afghanistan Sheikh Sardar Wali Thaqib   
was murdered in his own house by an ""unknown"" guest that came to his house. 
The Sufi Talib regime said they will find out and its been more then 3 years they haven't found who did it nor they care about it.",label_Irrelevant
"""this horse is stunning",label_Irrelevant
"""""You can tell majority of the Muslims are just secular leaning, despite Afghanistan, Iraq, Palastine. Syria and Sudan killings of sunnis, they are still brainwashed by western media.

We are at an age where non Muslims make vlogs about Afghanistan while Muslims badmouth it.""
""
--------------

Afghanistan is ruled by a bunch of uneducated mushrikin who believe if a woman gets educated (learn to read and write) she will start writing letters to her boyfriend, this was said by one of the scholars of the Afghan regime.",label_Irrelevant
"""Meat vendors in Xinjiang are locked behind cages",label_Irrelevant
"""kensington to leicester square #walkmaxxing",label_Irrelevant
"""BREAKING - UAE announces exit from OPEC, OPEC+""",label_Irrelevant
Hooray,label_Irrelevant
"""I dont know why I have so many mutuals interacting with this blasphemer. 

He went from Pro-Axis to Anti-Iran in few years and even then he continued on with his blasphemy comments under the cover of trolling.",label_Irrelevant
"""   

This is a response to Mourad on the Aqidah of Shaykhul Islam Muwaffaq Ibn Qudamah Al-Maqdisi   .
There will be 3 parts to this
1Terminology
2Refutation
3Statements of the Imam himself""",label_Irrelevant
"""Sh Iyad Ghali is probably the best thing thats ever come out of Tablighi Jamaah

They are very good at targeting Muslims who have a dunya centred life in bringing them back to the mosques and creating awareness for Islam 

Yet being stuck with them is the greatest waste of time""",label_Irrelevant
"""Dawah Mafia.

Screw their Unity.",label_Irrelevant
"""The children who are tormented by the tyrants of the world today, will tomorrow bi idhni Allah trample upon the heads of the same tyrants""",label_Irrelevant
"""""- 2011 teenager writes four words on a wall.
-  sparks a revolution.
- tortured hung for 45 days.
- 13 years on the run.
- joins the resistance.
- 2024: enters Damascus to overthrow the regime 
- 2026 watches his alawite torturer caged
- the boy? Muawiyah.. 
poetic justice oof""
""
--------------

Beautiful",label_Irrelevant
"""- 2011 teenager writes four words on a wall.
-  sparks a revolution.
- tortured hung for 45 days.
- 13 years on the run.
- joins the resistance.
- 2024: enters Damascus to overthrow the regime 
- 2026 watches his alawite torturer caged
- the boy? Muawiyah.. 
poetic justice oof""",label_Irrelevant
"""""Morrocan politician Mustafa Binali:

""We as a party express our support for all directions that serve the interest of voters at this delicate stage, through which Morocco has moved from the project of an Islamic state to the project of a liberal democratic social state. 
""
--------------

Only an ignorant person would be surprised at this. Morocco have been apostates for so many decades lmfao, they been selling out since 1945. And the state was always secular, they just decided to make these statements now but it doesnt change anything",label_Salafi jihadi
"""""Moroccan minister of justice Abdul Latif Wahbi says that a (unrelated) man &amp; woman being alone in a house is not a crime. He then refers to the Hadith of Shaytaan being the third of them &amp; mocks it by saying Give me the national identity card of Shaytaan. 
""
--------------

Look how dirty these jahannamis are. Just last week we saw tebboune making these filthy statements and now these dogs decided to hop on too. Its also pure cope to limit to to these states or UAE. None of the other rulers are different",label_Irrelevant
Russia will never come through for you lmao,label_Irrelevant
"General Modibo Kon, Malian National Intelligence Chief, just got packed too.",label_Irrelevant
"""Follow this beneficial account""",label_Irrelevant
"""A statement of the Murjiah:

Aiding kuffr in killing Muslims is only kufr if it stems from love for their religion.

 Shaykh Abdullh al-unaymn
 Shaykh Sulaymn al-Alwn
 Shaykh Khlid al-Fulayj
 Faial al-Jsim",label_Irrelevant
"""The adversaries of tawd, the promoters of moral decay, and those calling for liberation from values, ethics, and divine commands and prohibitions; such people are increasing in this age, not diminishing. They proclaim that whoever merely says l ilha ill Allh is a believer, even if he abandons the Sharah of Allah entirely!

In their view and creed, rulings pertain only to what lies in the heart, not to outward actions. And the more pretentious among them insist that l ilha ill Allh does not encompass all aspects of life. The result of this corrupt ideology has been the spread of wickedness across the earth, the suspension of jihd in the path of Allah, and the rise of shirk, biddah, and political, economic, intellectual, and social deviations among the Muslims, whereby the true meanings of the Sharah have been lost.

Thus the Murji doctrine fused with the secular mindset that seeks to sever religion from life and life from religion. Many people came to believe that worship is confined to ritual acts performed in the home and the mosque, and that religion has no place in governance or politics. They roll off their tongues the word of unbelief: Render unto Allah what is Allahs, and unto Caesar what is Caesars.

al-Allmah Sulaymn al-Alwn - Al inna nasra Allhi qarb""",label_Irrelevant
"""Imam Jamil Al-Amin passed away today while still confined within the prison walls. Like his companion, Imam Luqman Abdullah, who preceded him, these were men who, in shAllh, remained steadfast and true to their covenant with Allh. They stood in stark contrast to many other imams in the West, who faltered and compromised.

Though they may not have been formally recognized as ulama, theyin shAllhacted upon the knowledge they possessed, which is what truly matters.         . Even amid his suffering, Imam Jamil remained thoughtful, conveying his salm to me through some who were in touch with him.

May Allh forgive them both, envelop them in His infinite mercy, illuminate their graves with radiant light, and elevate their ranks among the righteous.

Ahmad Musa Jibril 
2 Jumda ath-Thn 1447""",label_Irrelevant
"""His friend went to Sudan to find his family and he ended up being massacred along with his family by the RSF. Every person killed by this UAE sponsored RSF militia will have friends and family that are hurting. For them and their families make sure you #BoycottUAE",label_Irrelevant
""" ,      !!",label_Irrelevant
"""       !           ,   -   (   )        !

(.:                )",label_Irrelevant
"""",label_Irrelevant
"""        !   ??       ?

        -      -",label_Irrelevant
"""Dont speak against the ruler.

The ruler in question:",label_Irrelevant
"""BREAKING: UAE says it will quit OPEC and OPEC+.",label_Irrelevant
"""State-backed Liberals are given media positions, and the Extremists of Obedience are given official religious positions, all in the name of defending against an imaginary bogeyman: the Islamic movements.",label_Irrelevant
"The Salaf saw the school of the Murji'ah to be the most dangerous, because it is an entrance for falsehood. The Murji'ah of old opened the door for the Jahmiyyah, and the modern day Murji'ah have opened the door for Liberalism.

- Shaykh Abdul Aziz at-Tarefe",label_Salafi taklidi
"The distinctive characteristics of the secularists in the Arab world

- Shaykh Muhammad Hassan Didu",label_Irrelevant
"Do they not see that they are tried every year once or twice but then they do not repent nor do they remember?

- Shaykh Ibrahim as-Sakraan (may Allah protect &amp; free him)",label_Salafi taklidi
Muslim politicians &amp; government figures in Muslim lands do not just suddenly start disassociating themselves from Islam &amp; mocking the religion overnight. This is the result of a long process to completely secularise Muslim lands &amp; the prevalence of Irjaa &amp; the callers to it.,label_Salafi jihadi
"""IDF announces the death of a soldier who died of wounds sustained in southern Lebanon: Sergeant Idan Fooks, 19.",label_Irrelevant
"""NEW: The confession of the perpetrator of the Tadamon Massacre, Amjad Yousesf:

 The individual appearing in the viral footage known as the Tadamon massacre is me, Amjad Youssef. These events date back to the early years of the Syrian revolution. 

 At the time, I was accompanied by Najib al-Halabi and a photographer whose name I cannot recall. We rounded up 40 individuals at random, under the pretext that they were 'terrorists'.

 We took them to a pre-dug pit, where I began executing them, as shown in the video. In some instances, I waited for the victim to fall into the pit before firing; in others, I shot them before they fell. 

 Intermittently, I would call on Najib al-Halabi to take his turn in the killing, until we had executed everyone present.

 We had previously placed car tires at the bottom of the pit. After the executions, we piled more tires over the bodies and set them on fire to prevent the scent of decomposition from spreading throughout the area. We then filled the pit. 

 I received no military orders to carry out this massacre, it was my own personal decision. 

 I cannot explain why there were exactly 40 victims, the selection was arbitrary, dictated solely by the circumstances at the time.

Source: Usman A Khan and translation by Syrian journalist Qusay Noor""",label_Irrelevant
"""Mass Kidnappings Across Chechnya! 

Russian occupational forces and FSB-directed units have launched what appears to be a coordinated new wave of mass abductions across occupied Chechnya. Over 100 people are reportedly kidnapped in just the past few days alone, with operations spanning multiple villages and districts.

The Kadyrov-Russian regime continues its hunt for young men. Some of those kidnapped are sent to military enlistment offices and forced to sign contracts with the Ministry of Defence. Families of the kidnapped are being extorted for hundreds of thousands of rubles.

According to NIYSO, one of the abducted residents of the village of Prigorodnoe has died whilst in  custody.  The deceased has been identified as Mimbulatov  a father of two brothers, who was abducted alongside them. Whether he was subjected to torture remains unclear, as given his advanced age (60+), even the stress of the situation alone could have led to death.

Today, a large number of people who knew the Mimbulatov family came to the funeral in Prigorodnoe. No investigation into the cause of death or criminal proceedings against the officers involved will, of course, take place. The Kadyrov puppet administration continues to terrorise and kill Chechens,""",label_Irrelevant
"Morrocan politician Mustafa Binali

""We as a party express our support for all directions that serve the interest of voters at this delicate stage, through which Morocco has moved from the project of an Islamic state to the project of a liberal democratic social state.",label_Irrelevant
