text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""When all the wordplay and vague finger pointing is stripped, Daniel is essentially making Takfir of Muslims, irrespective if you think said Muslims are right or wrong. Whats his proof? The CIA admitted

The Khawarij of old used to make Takfir based on someone committing major sins. Daniel has 1-upd them by making Takfir based on the testimony of the worlds top-tier Kafir spy/lying organization. 

He has Khriji tendencies with his Takfir, hes a Mushrik with his defense of Shirk. Hes combined the worst of every misguided and heretical group that claims Islam. On top of that, he behaves and speaks like a homosexual.

What a disgraceful combination of qualitiesto be found within one individual. May Allah save us from such a fate.""",0.4372003,0.7349632,0.077774905,0.7349632,Salafi jihadi,0.06279970000000001
"""Its likely that the Saudi populous and pro-Saudi Madkhalis will now suddenly start talking about the Kufr of the UAE, lol. In response, they will likely be labeled muslim brotherhood influenced by the UAE-Madkhalis. These Zanadiqa are too predictable, and base their Wala and Bara on Saudi/UAE foreign policy. Apparently Kufr Bawh to them only becomes clear and manifest when Saudi doesnt like a certain countrys foreign policy.""",0.54903513,0.67031515,0.052477535,0.67031515,Salafi jihadi,0.04903513000000004
"""""@KItreal512 @Ba_ups56 Stop protecting and prove your argument , how does saying Allah ""hand isn't like  x,you and z"" negates apparent meaning  Don't be scared jahmi 
""
--------------

Ashari ibn Zani's Guide to Online Debate:

1. Block your opponent if you can't prove how  negating tashbih is negating apparent meaning",0.45739672,0.02243621,0.22396584,0.45739672,"No decision, maximum is Irrelevant",0.04260328000000002
"""Congratulating/greeting the Christians for Christmas (saying merry Christmas) is not permissible by agreement of the four Madhabs. I do not know of any opposing view in this matter except for recent times &amp; these views are insignificant.

- Shaykh Abdul Aziz at-Tarefe""",0.048922144,0.42887595,0.59404737,0.59404737,Salafi taklidi,0.07112405
"""Shaykh Hamud bin Uqla ash-Shu'aybi   said:

Shaykh Sulaymaan al-Alwaan is recognised by the people and his mention is widespread. He is one of those that we know who has been working in the pursuit of knowledge from an early age, memorising and studying it.""",0.02602063,0.13733761,0.8772865,0.8772865,Salafi taklidi,0.36266239
"""Shaykh Abdul Kareem al-Khudhayr outside the house of Shaykh Sulaymaan al-Alwaan after visiting him. This was during Shaykh Sulaymaans brief release from prison in December 2012.",0.05318786,0.21275517,0.59831405,0.59831405,Salafi taklidi,0.09831405000000004
"""If people walked from the far west to the far east in support of their brothers it would not be strange, if the religion was truly lived.

- Shaykh ibn Uthaymeen",0.8167429,0.018399578,0.10886918,0.8167429,Irrelevant,0.31674290000000005
"""""Salafi/Madkhali publications affiliated Sudani Shaykh Nizar ibn Hashim al-Abbas regarding the UAEs actions in Sudan. Imagine if someone else said this, he would be labelled a Takfiri Khaariji Ikhwaani Qutbi immediately. 
""
--------------

When a person online says the UAE is waging war on Islam they get refuted, but when one of Salafi Publications' own scholars says the same thing, they dont even mention it &amp; they continue quoting him. One rule for me &amp; another for thee.",0.053413674,0.6570332,0.5562427,0.6570332,Salafi jihadi,0.05624269999999998
"""Salafi/Madkhali publications affiliated Sudani Shaykh Nizar ibn Hashim al-Abbas regarding the UAEs actions in Sudan. Imagine if someone else said this, he would be labelled a Takfiri Khaariji Ikhwaani Qutbi immediately.",0.07324262,0.6944938,0.43784073,0.6944938,Salafi jihadi,0.06215926999999999
"""I was re-reading ""My Life With The Taliban"" and couldn't help but think of how well his words aged.

Abdul Salam Zaeef
Kabul, June 2009",0.7180874,0.3537404,0.0420874,0.7180874,Irrelevant,0.1462596
"""""Afghan Taliban surrendered to Kuffar once again 
While still fighting against brother muslim country of Pakistan despite their unconditionally support.
@nahafghan any comments?""
""
--------------

That Chinese guy is clearly saying that IEA is ""refusing to surrender Turkestan Islamic Party"".

You can't even read? You wasting your life on X but can't bother to learn basic English.",0.6052306,0.48087034,0.037177417,0.6052306,Irrelevant,0.019129659999999993
"""""                   .

                     .

               . 

  .""
""
--------------

My friend @hasan97530 used to warn me about this fraud and he was true after all.

Just a matter of days, Adnan will drop the mask and go onto full ultra-nationalist mode like munafiqeen sitting in Jamia tur-Rasheed.",0.19096525,0.5388351,0.17007208,0.5388351,Salafi jihadi,0.03883510000000001
"""Only a mushrik says this.""",0.8694797,0.0884488,0.067328796,0.8694797,Irrelevant,0.36947969999999997
"""""A ceasefire? Or just a breather?

00:51 - Why now?
05:48 - Pakistan mediation
08:15 - Israel caught off-guard
10:20 - Ceasefire terms
13:04 - Saudi pipelines
18:14 - Democrat position on Iran
20:18 - Israel wants war
22:00 - Who blinks first? Trump or Iran?
28:19 - How ordinary people are affecting the course of war""
""
--------------

Sami Hamid is a top bloke",0.8790442,0.22444837,0.021981854,0.8790442,Irrelevant,0.27555163
"""Sheikh Saeed al-Kamali mentions:

The great scholar, the eminent Shaykh, Bakr Abu Zayd, said regarding Shaykh Muhammad al-Amin al-Shinqiti, that he would be the most deserving of the title Shaykh Al-Islam if there were to be one in our time.

(    )",0.026060775,0.13441214,0.85478413,0.85478413,Salafi taklidi,0.35478413
"""Regarding shirk: 

due to the prevalence of ignorance and lack of knowledge of the effects of the message among many of the later generations, it is not possible to declare them disbelievers for this, until it becomes clear to them what the Messenge  brought that contradicts it""",0.7024987,0.074362956,0.06713894,0.7024987,Irrelevant,0.20249870000000003
"Mohammed hijab narrates how exactly he got possessed by the jinn 

On of the entrances the shaytaan makes when he possesses someone is the ear",0.15837796,0.023711605,0.78411835,0.78411835,Salafi taklidi,0.28411834999999996
"Regarding shirk: 

due to the prevalence of ignorance and lack of knowledge of the effects of the message among many of the later generations, it is not possible to declare them disbelievers for this, until it becomes clear to them what the Messenge  brought that contradicts it",0.42128074,0.016124874,0.43880785,0.43880785,"No decision, maximum is Salafi taklidi",0.06119215
"""@nasafism Youre trolling at this point.

I clearly and unambiguously answered it.

Now answer the question you low IQ retard:

If someone says: y Ibls madad is that shirk according to your standards?

a. Yes

b. No",0.30842796,0.37114248,0.0949967,0.37114248,"No decision, maximum is Salafi jihadi",0.12885752
"Allamah Abdurrahman al Muallami explains how when the people of musa wanted something like an idol for worship, musa AS didnt consider them mushrikeen due to impediments.

May Allah guide our brothers who have read, not",0.68702227,0.023888573,0.13244767,0.68702227,Irrelevant,0.18702227000000005
"""al-Shaykh Abd al-Azz al-urayf ( ) entered by call as a guest on a Saudi tv channel where al-Shaykh Sad al-Shathr was discussing topics like the role of the scholars today and the state of the ummah.

(1/4)",0.046583824,0.05852603,0.81901747,0.81901747,Salafi taklidi,0.31901747
"""""The Aqidah of a real Hanafi:

""
--------------

Good times.",0.867646,0.102422565,0.023390952,0.867646,Irrelevant,0.36764600000000003
"""My whole point is, the scholars have differed regarding the issue of Udhr bil Jahl, some dont excuse in shirk akbar regarding the ignorant muslim while others do, so dont let those who throw accusations of Irja bother you at all.""",0.34303454,0.5585714,0.09176946,0.5585714,Salafi jihadi,0.05857140000000005
If khameinis a martyr so is Charlie Kirk,0.7988454,0.16618311,0.03573789,0.7988454,Irrelevant,0.29884540000000004
"I dont want to see Muslims praying for khameini bro, he was a kaafir, hopefully Trump and Nyetanyahu join him",0.7042818,0.47467563,0.033593986,0.7042818,Irrelevant,0.025324369999999985
"""""All this reciter talk, none of them will reach this mans level 
""
--------------

Sheikh shuraim surah At-Tur",0.035294168,0.11261659,0.76339704,0.76339704,Salafi taklidi,0.26339703999999997
"""""@he4rtgoId Praying behind him in masjid nabawi was such an honour""
""
--------------

His recitation shakes hearts, may Allah bless him",0.59809995,0.06320379,0.06484186,0.59809995,Irrelevant,0.09809995000000005
"""I dont know why people are shocked about Mishari al-Afaasys recent behaviour. Its been known for a long time now that he is a modern day equivalent of a court jester. Below is his Nasheed in praise of MBS. The Salaf are far removed from such nonsense.",0.37013298,0.35008746,0.07663832,0.37013298,"No decision, maximum is Irrelevant",0.12986702
"""A Madkhali will tell you their sheikh who didnt even kill a single kaffir soldier is a mujahid, but the men who actually did all happen to be evil ikhwani kharijis and arent following islam.""",0.51970315,0.59420526,0.055044465,0.59420526,Salafi jihadi,0.019703150000000003
"""""Amjad Rafeeq expects people to sign such retractions (see below). Maybe he needs to apply this to himself and draft one up to sign? @AbuIyaadSP 
""
--------------

This is hilarious, because they had no problem with this contract for 10 years until their fallout with Abu Iyaad

How am I meant to take you people seriously when you cant even hold your own to account",0.41683424,0.1905069,0.07786504,0.41683424,"No decision, maximum is Irrelevant",0.08316575999999998
"""A rare photo of Shaykh Slih al-Luhaydn   with his close friend and companion who he studied with and shared scholarly circles with, Shaykh Abdullah Ibn Jibrn   

This was before Ibn Jibrns death, surprisingly, al-Luhaydn somehow didnt know he was an Ikhwani""",0.17327064,0.09491036,0.34369814,0.34369814,"No decision, maximum is Salafi taklidi",0.15630186000000001
"""The murjiah continue to sow seeds of disunity amongst themselves, just as they attempted to sow seeds of disunity amongst the ummah""",0.8797669,0.20667823,0.023185896,0.8797669,Irrelevant,0.29332177000000004
"The murjiah continue to sow seeds of disunity amongst themselves, just as they attempted to sow seeds of disunity amongst the ummah",0.806282,0.11214949,0.031729333,0.806282,Irrelevant,0.30628200000000005
"""Why are Salafis having a meltdown from this Salafi kid making Takfeer of IbnTaymia? He's just been consistent with what u guys taught him. Why are you upset about IT being thrown under the bus but not other Imams?",0.5920871,0.280786,0.05027973,0.5920871,Irrelevant,0.09208709999999998
"""All of this crap would've been over, and all this bloodshed would've been avoided if the Muslim world believed in Allah's word and promise in Surat al-Isra that guarantees us victory and conquest of Masjid al-Aqsa.

But ~70% of us are skeptical, judgin how we running to kuffar.""",0.64767766,0.5091135,0.04003412,0.64767766,Irrelevant,0.009113499999999997
"""We will Not forget nor forgive the crimes of Iran in Syria , Iraq , Lebanon, Yemen and to all the sunnah everywhere.""",0.84483826,0.022548603,0.075131625,0.84483826,Irrelevant,0.34483825999999995
"""Shiites continue to openly curse the sahaba and Aisha RA , there is no secret to their hate towards Islam and the Muslims.""",0.7807576,0.36037385,0.0344099,0.7807576,Irrelevant,0.13962615
"""Shiites are not Muslim and I stay by my word.. you will see them making sajoud to anything other than to Allah . There is no tawheed in Shiism.. they call out to anyone other than Allah Almighty.  

Here shiites prostrating to the killers of the sunnah .""",0.46250564,0.5629943,0.07063598,0.5629943,Salafi jihadi,0.037494360000000004
"""Ahmad Ms Jibril Regarding the Attacks Against Him on Social Media:

""I know my reputation is tarnished beyond what can be redeemed, and I accept that. May Allah make it a means for me to enter al-Firdaws.""""",0.21110624,0.43188518,0.16941178,0.43188518,"No decision, maximum is Salafi jihadi",0.06811482000000002
"""How long will an innocent voice remain silenced behind bars?
Justice for Dr. Aafia.
#AsimMunirBringAafia",0.85331935,0.019779574,0.073895715,0.85331935,Irrelevant,0.35331935000000003
"""Many claim to be  On Manhaj yet their character and manners reflect opposite. Shaykh AMJ consistently emphasized the purity of this path and to understand that such purity is not limited to beliefs. A pure path demands pure hearts, pure tongues, &amp; sincere brothers and sisters.""",0.06499339,0.090959325,0.75254375,0.75254375,Salafi taklidi,0.25254374999999996
"""Ali ibn al-Ja'd narrated to us: Mahbb az-Zhid nformed: al-Hasan [al-Basri] said:

Indeed, I encountered people (Sahba) for whom a garment was never folded (i.e. stored away carefully or possessed in excess), nor did any one of them ever crave a desire upon his family (for worldly pleasures), nor did any of them ever order (his family) to prepare food (for himself) , nor did any one of them ever divide an inheritance with his brother. Indeed, one of them would have an inheritance share between him and his brother and he would say: 'It is yours.' He did not love to occupy himself with anything from worldly affairs. Indeed, one of them would eat a meal and wish that it would remain in his stomach (undigested) just as a brick remains in water, so that it would be his provision from the world.

{Kitb al-J [109]}""",0.8168394,0.020464558,0.0847024,0.8168394,Irrelevant,0.3168394
"Do not be deceived by this world


Fath al-Mawil said:

We were a people belonging to Jannah, but Ibls took us captive to this world. So we have nothing here but worry and sorrow, until we return to the abode from which we were expelled.

[Tafsr Ibn Kathr]",0.29669484,0.049913693,0.2837588,0.29669484,"No decision, maximum is Irrelevant",0.20330515999999998
Ibn Tln (d.953) narrates some lines of poetry about the different types of Shuhad and in it he includes the Murbitn of Asqaln (Palestine):,0.26262692,0.073846176,0.30829126,0.30829126,"No decision, maximum is Salafi taklidi",0.19170874
"""""New video uploaded following Yasir Qadhi comments about the hadith system.

Thumbnail by @SollyLucid. 
""
--------------

Compare the drivel being spewed by the spineless revisionist Yasir to the golden words of al-Khatb, an actual hadith expert.",0.49130315,0.13183607,0.08546015,0.49130315,"No decision, maximum is Irrelevant",0.008696849999999978
"This is one of the greatest blessings of Allah upon this Ummah, and we ask Allah to bestow upon us the ability to thank Him for this blessing, we ask Him to give firmness and success in that which brings us closer and nearer to Him, and to make us adhere to His obedience",0.85154015,0.011538055,0.29838204,0.85154015,Irrelevant,0.20161795999999998
"""Even shaitan is praying, what is your excuse?""",0.8494043,0.038634274,0.0585626,0.8494043,Irrelevant,0.3494043
"""The point, genius, is that everything you said about the paper and ink not being Gods attribute is also true about the paper and ink in a Shakespeare poem. Yet, Shakespeares speech IS with letters and sounds 

So your conclusion doesnt follow.

If youre saying the above can be true and Gods speech can still be letters and sounds then thats the Salafi position. So congratulations, youre now a Salafi.""",0.8307251,0.09533961,0.032719832,0.8307251,Irrelevant,0.3307251
"""The Tawheed Series was really a series for the ages, Allahumma Baarek. May Allah reward the Shaykh for his efforts, and protect him from every evil. 

View here:",0.8762155,0.088216305,0.026034582,0.8762155,Irrelevant,0.37621550000000004
"""Who was Rabi al-Madkhali? Just listen and you'll understand.",0.8588531,0.046947185,0.04517995,0.8588531,Irrelevant,0.35885310000000004
"""Most of these dawah-stall grifters and American/UK dis [to Nifq], have to come out publicly and condemn the action done to the filthy Mushrik Kirk, because it directly threatens their gravy train. Many of these Zanadiqa have made a career (either by way of branding or money) in the safe space of the west. Now theyre realizing the space is on the verge of not being so safe anymore. 

Theyre proactively trying to critique the action done either to save their own skin, or because theyre actually that ignorant of the basic Islamic Hukm upon the one who insults the Messenger (   ). I ask Allah to bankrupt the businesses they use, which use the Deen of Allah to profit off the Muslims.""",0.5811831,0.57465833,0.046089306,0.5811831,Irrelevant,0.07465833
"""#NEW | THE DEBATE CHALLENGE: Abdullah Jarbu

By: Ash-Shaykh Ahmad Musa Jibril (  )""",0.14995211,0.7653476,0.22793679,0.7653476,Salafi jihadi,0.2653476
"""The Prophet commanded to expel the Mushrikeen from the Arabian Peninsiula .

The UAE apostates decide to welcome the Pagans and build temples of Shirk in the Arabian Peninsula.

#BoycottUAE",0.8744833,0.22074614,0.021289393,0.8744833,Irrelevant,0.27925385999999996
"""      

This Hadith Qudsi is a severe warning against those who transgress and wage war against the Awliy of Allah. Its referring to a normal Wali, imagine the fate of those who wage war against the Messenger? 

The previous Zindq accused the Messenger of being a Mushrik before Rislah  , and he committed suicide a couple of weeks after. This Zindq now has committed compounded Riddah, some short months after his same vile accusation. 

Let this be a warning for these rabid Zanadiqa, to withhold their tongue and repent for their heresy.""",0.23561215,0.647283,0.13266051,0.647283,Salafi jihadi,0.14728300000000005
"""Same thing all the time:

Madkhali: ""we follow the salaf and person X, Y and Z is a Khaariji""

Random guy: ""do you have any proof that this person is a Kharaji?""

Madkhali: ""shaykh Abu Khadeeja said"".

Random guy: ""But you claim to follow the Salaf and the Salaf defined the Khawaarij as those who make Takfir on major sins. These people X, Y and Z dont do that.""

Madkhali: ""You are an innovator and a Kharaaji for defending the Khawaarij. You are blocked.""""",0.0792345,0.5946465,0.37500617,0.5946465,Salafi jihadi,0.09464649999999997
"""Its astonishing that #MBS the Mushrik, taking a picture with the known and infamous children sex-trafficker #Epstein, provides more shock value (and likewise is more of a catalyst for animosity) to the laymen Muslim or muslim, than MBS aiding the Kuffr to kill Muslims, or his replacement of various aspects of the Shariah of Allah within the lands of the Muslims, or ascribing clear Kufr to Islam, etc.

Im curious to see how the Madkhalis will spin this? Maybe theyll accuse AI?

Or maybe well see an updated Abdul-Aziz Ar-Rayyis audio, or an Abu Khadeejah/Faris Hammadi clip saying:

Even if the ruler does zina with a sex-trafficked child on TV for 30-minutes, you cannot speak out against the ruler on social media! Only Khrijis do that!

I ask Allah to further embarrass the adherents of this filthy cult, and rid us of its callers and guide the sincere ones to the Millah of Ibrhim.""",0.19325848,0.77825886,0.15952477,0.77825886,Salafi jihadi,0.27825886
"""The brothers in the comments and QT already debunked this buffoon in regards to his lack of comprehension of defensive Jihad and obeying a MUSLIM ruler. That being said, my challenge still stands. 

If you truly believe he is a Khariji, then lets come forward and invoke Allahs curse upon the liar and ask Allah to destroy the slanderer and publicly expose the falsehood of the Manhaj they claim to follow. 

I say hes not a Khariji. You claim he is. Lets ask Allah to curse the liar. Say Ameen in the comments so I may say likewise.""",0.51475227,0.5537826,0.058363393,0.5537826,Salafi jihadi,0.014752270000000012
"""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult:

Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens  he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay  no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet  said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim.""",0.07764282,0.054419205,0.6771335,0.6771335,Salafi taklidi,0.17713350000000005
"""Ibn Al-Qayyim   said:

""Zin brings darkness to the face, tightness in the chest, curses in the tongue, restlessness in the soul, and brokenness in Rizq. It is the enemy of light, clarity, and honor.""

[Rawdat al-Muhibbin]""",0.7683358,0.16421235,0.036820907,0.7683358,Irrelevant,0.2683358
"""srail bu bebei bugn ldrd..
(Lbnan..)",0.8565559,0.3210774,0.019702116,0.8565559,Irrelevant,0.1789226
"""Apart from the misleading translation, preceded by a deceitful opening sentence, to try and frame this Fatwa as somehow applicable to the death of ayatoshaytan,    when in reality Shaykh Al Islam calls the Rafidhah brethren of the Jews, and the most treacherous and lying of all religions, amongst other things.

The question is about someone who prefers, , the Jews and Christians, over the Rafidhah.

The answer provided by Shaykh Al Islam doesnt mention  a single time, contrary to what the lying Mushrik implies in the opening sentence, instead Shaykh Al Islam explains generally, the inherent status of those who explicitly reject the Messenger are always going to be worse in inherent status than someone who claims to not reject Him    , even if theyre disbelievers through other avenues (which Shaykh Al Islam believes the Rafidhah are). Thats it. Has nothing to do with supporting Rafidhah or Iran, or standing with the Mushrik state of Iran, nor not celebrating at the death of the Taghut of Iran, nor favoring them over Jews and Christians  may Allah Destroy them all. Funny enough, I didnt see this depression and solidarity and eulogies for the Wahabis and those he calls Khawarij when America and co. were carpet bombing them and their families,  .

Ironically, Shaykh Al Islam explicitly says the opposite of what this Mushrik is trying to imply. See below: 

Full Video:",0.05801276,0.4294677,0.49657515,0.49657515,"No decision, maximum is Salafi taklidi",0.0034248499999999793
"""Daniel the Mushrik & Crypto Rafidhi: Ibn Taymiyyah says Muslims must favor Rafidhah over Jews and Christians.

Shaykh Al Islam Ibn Taymiyyah: Makes Du that Allah makes him from those who perform Jihad against the apostate Rafidhah.

This guy needs to hire better ghost writers.""",0.5889541,0.56591195,0.057923485,0.5889541,Irrelevant,0.06591195000000005
"""I think it might be slanderous and injustice towards the Hypocrites at the time of The Prophet    , to compare the UAE government to them. The UAE government are in a Nifq class of their own, as well as all those Madkhalis who defend them, whilst knowing their reality. (@FarisHammadi and co.).

  """,0.26769957,0.7664196,0.12285244,0.7664196,Salafi jihadi,0.23230043
"""Youre a Kafir, and hes a Kafir, and whoever knows of him and his actions, yet doesnt label him a Kafir, is also a Kafir who hasnt smelt the scent of Islam. The Muslims get closer to Allah by Takfiring you and your likes, as well as your filthy Tawagheet.""",0.71251,0.392066,0.03863469,0.71251,Irrelevant,0.10793399999999997
"""I dont like to comment on spubs minions too much, since it can be likened to abusing the mentally handicapped, but some instances its a must to highlight just how illiterate they are. This Zindq Madkhali is attempting to refute a brother for allegedly misrepresenting, only to misrepresent it himself and refute himself. This is standard Madkhali refutation protocol. Copy and paste, cringe flex on social media, and hope the audience is just as illiterate as him.

This idiot fails to read the two words before the highlighted word. Which say:     meaning, Even if he doesnt believe [that this system of governance] is better than the governance of the Shariah].

This brain dead kid saw the word  and thought the author is conditioning believing a certain system of governance is better than the Shariah, for it to be Major Kufr, when in fact the author does the opposite. Lol, Miskeen. The real kicker for this illiterate kid, and perhaps the pen is lifted from him  is when you read the statement as a whole, when the author (Ibn Baz) is describing nullifiers of Islam:

      (1)                (2)                                       .

And included in that also is everyone who believes that it is permissible to govern by other than the Sharah of Allah in transactions, or prescribed punishments, or other than them  Even if he doesnt believe that [this system of governance] is better than the governance of the Shariah  because by that he would have permitted what Allah has forbidden by consensus. And everyone who deems permissible what Allah has forbidden  from that which is known of the religion by necessity, such as fornication, wine, usury, and judging [between the people] by other than The Sharah of Allah  then he is a disbeliever by the consensus of the Muslims.

Perhaps the Madkhali will persist in his idiocy and illiteracy, because they notice the word  again here at the beginning. The Madkhali trope is to say that  in this passage [and others] can only mean  with respect to the Shariah of Allah. The response to this only requires 3rd grade reading comprehension.

When the author first uses it, its (1)  , and when he uses it later on (2) its referring to  , and the proof for that, is he distinguishes between two different shariahs by using them to contrast one another.

The Madkhali reading of the text, and I use reading very loosely here: 

Its Kufr only if someone believes its allowed within the Shariah, to govern by other than the Shariah even if they dont believe their [innovated] shariah is better than the Shariah of Allah.

How can you ascribe something to the Shariah, yet at the same time distinguish the same thing you attributed to the Shariah, to another shariah?! The statement doesnt even make sense if read this way.

The reality is, the author distinguishes between two shariahs, so by basic reading comprehension, the use of  cant be the same for both instances, because if so, the latter use would contradict its former use.  Rather what is obvious and clearly the intent, is that the latter use of  qualifies the use of the former .

In this statement alone, the author highlights the mere action of [permanently] governing by other shariahs as Kufr, even if only in some matters, and that such an action is Kufr by consensus. He also highlights how scholars have used , which will be highlighted in a future video InshaAllah.

Madkhalis are by far the most intellectually handicapped of the claimants of Islam, only rivaled by Jahmis (modern-day Asharis).""",0.3215175,0.66053486,0.095817216,0.66053486,Salafi jihadi,0.16053485999999995
"""Pitchside Adhaan at Old Trafford.

Led by Qari Ibrahim Idris.",0.63565314,0.2773466,0.038542196,0.63565314,Irrelevant,0.13565313999999995
"""192  Avoid the One Who Opposes the People of the Book and the Sunnah

Avoid the one who shows enmity toward the people of the Book and the Sunnah, lest his loss infect you as well.

193  Beware of Two Enemies

Beware of two enemies by whom most of creation have been destroyed:

One who turns people away from the path of Allah through his doubts and the embellishment of his speech.

And one who is infatuated with his worldly life and leadership.

Ibn al Qayyim ""al Fawaid""""",0.5505122,0.063068256,0.077451944,0.5505122,Irrelevant,0.05051220000000001
"Spubs Shaykh Nizar bin Hashim al-Abbas has a whole audio about current affairs including A warning against the Emirati state.

Why isnt Nizar an Ikhwani Qutbi Khariji Sururi Takfiri for this? He was making Du'a for the Emirates back in 2016, what changed?",0.06342126,0.5189404,0.54172426,0.54172426,Salafi taklidi,0.01894039999999997
"Shaykh Saalih al-Luhaydaans Du'a in 2011 for Syria, Libya &amp; other lands &amp; his Du'a for Ali Abdullah Saleh (ruler of Yemen at the time) to either quickly resign or to be removed/toppled &amp; replaced.",0.09893835,0.70237976,0.38628727,0.70237976,Salafi jihadi,0.11371272999999998
"Rabee al-Madkhali back in his Ikhwaani days. Leave all of this division, no Sururiyyah no Ikhwaaniyyah, all of us are Ahlul Hadith insha'Allah.",0.033027176,0.06060484,0.8445832,0.8445832,Salafi taklidi,0.3445832
"""Ibn Taymiyyah   said;

Non-Mahrams can't be trusted even if they were the most fearing of Allah.

For indeed, hearts change rapidly and the Shaytan is on the lookout, verily the Prophet  said;

A man is not alone with a woman except that the third of them is the Shaytan""",0.85914946,0.15410073,0.02650343,0.85914946,Irrelevant,0.34589927
"""Shaykh Khalid ar-Raashids sons message to the judge who sentenced his father, By Allah even if my father forgave you, we will never forgive you, not even for one hour or a moment (of imprisonment). I dont believe that the families of those imprisoned will forgive you (either).",0.47559395,0.022628704,0.22261423,0.47559395,"No decision, maximum is Irrelevant",0.024406050000000012
"Al-Fudayl Bin Iyd  said 

        .

The people have not adorned themselves with anything better than truthfulness and seeking al-hall. (hall provision)

[   (/)]",0.8661699,0.02874919,0.045643974,0.8661699,Irrelevant,0.36616990000000005
"""Shaykh Ibn Uthaymeen:

And the obligation upon the islamic groups like the Tableeghi jamaaah and the Islahi group and Ihya (at-Turath) and the Ikhwan al Muslimin (Muslim Brotherhood) and other than them  is an obligation upon them to be one Ummah, and that their leaders sit with each other. They must research the issues upon which they differ, so that they can correct this differing.""",0.4046667,0.49118784,0.09171842,0.49118784,"No decision, maximum is Salafi jihadi",0.008812160000000013
"Imam Harb Bin Ismail Al Kirmni says ,

Whoever claims that taqlid is not allowed, and that he does not imitate anyone in his religion, then this is the statement of a fsiq, mubtad', and an enemy of Allh and his Messenger () and everything the prophet came with. He only wants to invalidate the sunnah, extinguish knowledge, and to be unique in his opinion, speech, innovation, and disagreement. So upon the one who says this statement is the curse of Allah, the angels, and all people..

      / 

This deen has no place for idiocy or taassub , these people cannot even compare to the likes of the mutaakhirin yet claim to follow the mutaqadimn. Allah protect us from such lack of intellect.",0.04908009,0.1097034,0.75497067,0.75497067,Salafi taklidi,0.25497066999999995
"""He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. 

Those who accuse the students of imam Ahmad as mujassima 

Those who say the salaf were logically incoherent 

All Asharis, maybe the same as the kid in the video..""",0.51650774,0.6425076,0.060802933,0.6425076,Salafi jihadi,0.016507739999999993
"""""Why are Salafis having a meltdown from this Salafi kid making Takfeer of IbnTaymia? He's just been consistent with what u guys taught him. Why are you upset about IT being thrown under the bus but not other Imams? 
""
--------------

He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. 

Those who accuse the students of imam Ahmad as mujassima 

Those who say the salaf were logically incoherent 

All Asharis, maybe the same as the kid in the video..",0.21285988,0.7074934,0.13084635,0.7074934,Salafi jihadi,0.20749340000000005
"""Assim al-Hakeem has a better Sharh than Ahmed Jibril icl""",0.34924176,0.7180677,0.08707734,0.7180677,Salafi jihadi,0.15075824
"""""In a country in which tawheed is known, is the one who makes sujud to a grave excused by ignorance? 

The authors answer in summary, this is a matter of difference of opinion/ijtihad among the scholars, some make takfir and some dont.

He takes the opinion of Udhr bil Jahl. 
""
--------------

Absolutely, may Allah bless the shaykh. 

Many of our scholars are more nuanced than some of the clueless brothers we have that have extremely black and white thinking",0.043049566,0.39210382,0.61850107,0.61850107,Salafi taklidi,0.10789618000000001
"""Ibn Taymiyyah gave Udhr in all matters including grave worship 

He states a specific persons iman cannot be taken without yaqeen. 

He states that the impediments are required to be removed 

I think both camps can agree with these facts.""",0.8524075,0.09505753,0.029383967,0.8524075,Irrelevant,0.3524075
"""To be honest haddadis should agree with him. 

Also why dont they extend this to imam Ahmad who didnt make takfir of all jahmis? 

Its hilarious lol""",0.6290062,0.5089237,0.04083266,0.6290062,Irrelevant,0.008923699999999979
"""""If anyone wants to know the positions of Ibn Taymiyya read 

         |     ""
""
--------------

Ibn Taymiyyah gave Udhr in all matters including grave worship 

He states a specific persons iman cannot be taken without yaqeen. 

He states that the impediments are required to be removed 

I think both camps can agree with these facts.",0.5466312,0.026048357,0.159667,0.5466312,Irrelevant,0.046631199999999984
"""""Khariji makes takfir on Ibn Taymiyyah for the view of udhr bil jahl in shirk, this is what happens when an AMJ watcher stays consistent with his principles 
""
--------------

To be honest haddadis should agree with him. 

Also why dont they extend this to imam Ahmad who didnt make takfir of all jahmis? 

Its hilarious lol",0.29380938,0.71414924,0.09286196,0.71414924,Salafi jihadi,0.20619062
"""""
""
--------------

The verses on the burnt page Subhanallah",0.8459252,0.010123744,0.15184675,0.8459252,Irrelevant,0.34592520000000004
