Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
xx7txu032,"""Those who make man-made laws have same ruling (major kufr) as yahood (J*ws) who distorted the tawrah.

- Shaykh salih al fawzan 

(Video is subtitled)","Salafi taklidi","אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
cbvwngsuc,"""""There was a disbeliever, Ab Isq al-bi (d. 384), who would fast in Ramadn and memorize the Quran!

Are you less than a disbeliever? 
""
--------------

First thing imma do in jannah (inshallah) is look down at this kuff that mashed more work than me.","Irrelevant","אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","",""
3bs271pvu,"""""You lot can continue to act like this isnt a strong argument from the axis. You can continue to pretend this isnt an inconsistency or you can stop separating Hamas from the Axis and not have to be embarrassed when they reply with Abu Obaidah 1.0 praising their heads and groups. 
""
--------------

Theyre friends. Thats nice","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
9ypltjqy1,"""""Islam Makhachev met with Serbian President Aleksandar Vui and gifted him the gloves from the fight that made him a two-time champion. 

President Vui said:
""It was an exceptional pleasure and privilege to host @MAKHACHEVMMA , an outstanding athlete, a world champion, and by far the most popular and strongest man I have ever received.
The gloves he gave me are from his last fight, when he became a two-time champion and the greatest of all time.

We talked about the importance of sport as the foundation of a healthy society and about the role that top athletes play in motivating young people to develop discipline, responsibility, and perseverance. Serbia continues to support sport and young talents, because sport promotes true values, mutual respect, and connects people all over the world.

I wished Islam to continue winning and to achieve his biggest dreams, both in the ring and in life.""""
""
--------------

2-3 years Tawheed classes and forget","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
4f31bq7tg,"You lot can continue to act like this isnt a strong argument from the axis. You can continue to pretend this isnt an inconsistency or you can stop separating Hamas from the Axis and not have to be embarrassed when they reply with Abu Obaidah 1.0 praising their heads and groups.","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
7c6u1mtbm,"""""Just a reminder that if youre getting outraged over the cloth of the Kaaba being used as a carpet, the blood of the believer is more sacred than the Kaaba itself and we have 100,000+ dead in Gaza""
""
--------------

Yeah. And the shedding of Muslim blood between the village and the city till every single person is dead is better than establishing a taghut on earth judging the people by other than His AWJs law. I still wont use this as an excuse to belittle peoples outrage of Muslim death.","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
newe79drp,"May Allah heal you dad. Btw guys also make dua for me too inshallah. Im fine physically alhamdulillah but my imaan has probably been the lowest its been in years. May Allah preserve you lots","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
a893oj322,"""""Sunnis have lied for nearly two decades about Hezbollah war crimes in Syria""
""
--------------","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
pwu6jqxu2,"""""Masjids need to start announcing their Taraweeh lineups""
""
--------------

Me in ELM seeing Young Adz come off the bench and ask for an auto tuned mic","Irrelevant","אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","",""
533zcajlw,"""""Daaaaaaaaaaamn they took down Somalisasuke's banger

Fucking ops got 'im 
""
--------------

Wth","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
g1uf1hwqf,"""""Some modern fatwas deserve to be met with disdain, mockery and memeing. This is metafiqh 2.0.""
""
--------------

Nah dis one should be straight up","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
2iyiodr4v,"Fatawa will never suffice for replacing Ahkaam.

A Fatwa is not transferable or enforceable.

A Hukm applies to all until an exception is established.

Laypeople deal with Muftis and their Fatawa as sacrosanct because they don't have access to Fuqahaa' and Ahkaam.

Whenever you hear a person begin to speak about Islamic law on the basis of Fatawa, know they are a layperson who has no standing on the matter.

Whenever you hear Muftis begin to deal with Islamic law on the basis of Fatawa or the unique, independent Ijtihad of specific scholars, know that they are bereft of Ijtihad themselves.

Safety from the corruption and mistakes of scholars is found in sticking to the Mu'tamad of the four schools of Fiqh.

ONLY IF a Mu'tamad view for a matter is not found because of a lack of precedent, then scholars are turned to for guidance.

Engaging in Ijtihad/Ifta while well-established Ahkaam exist as legal precedent is irresponsible and usually involve a corrupt agenda.","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
kyobp3krw,"He couldnt even say ameen wth . May Allah protect us from people like the bottom account. May He preserve people like the top account.","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
vffxjd6o7,"""""This incident will no doubt spark great debate from both sides, however, when a group of Muslim men tell a police officer that Whitechapel is a Muslim area it will naturally antagonise British Christian nationals, as the UK is a Christian country &amp; London is its capital.""
""
--------------

Growing up and even today, gangs would claim that certain areas are their ends. Other rival gangs kill and stab each other over it and endanger the civilians. Those gangs have their own white people, blacks and people of various religions. Not a peep from these lot.","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
v1binjnw2,"But when Muslims jokingly claim after seeing a larger than average Muslim population, or to so obviously take the mick out of a fool like Bob, that X area is a Muslim area, these lot come out their houses barking even though the consequences of such a statement is nothing.","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
br76w0kov,"Get to know bruv","Irrelevant","אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","",""
g55wi0vk5,"""""Btw guys, 

Epstein's BIGGEST crime is associating partners with Allah

THE BIGGEST CRIME! 

Everything else is below that.""
""
--------------

This is non-dawah its the opposite. He just exposed that most people dont internalise this reality. Everyone says shirk when asked what the gravest sin is until someone gives an example to open your eyes on what that ACTUALLY means. Now youre all uncomfortable.","Salafi taklidi","בנימין ווליך","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","",""
bys71ja4a,"but why?","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
11adj8bnw,"""   

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah","Salafi taklidi","זיו חסון","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","",""
3yhxkquu4,"""Helping a Muslim brother/sister in their time of need...","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
bjffotlxn,"Two months away from Ramadhaan...

May Allah allow us to reach it in safety &amp; good health, standing its nights, fasting its days, out of eemaan &amp; sincere hope for its great reward, the Gate of ar-Rayyaan, leading into the gardens of ar-Rahmaan!","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
bby88m4wy,"""  

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah","Salafi taklidi","אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
m48uiq8ya,"""The similitude of good speech...","Irrelevant","אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","",""
qjy9957rg,"""Do not lose hope in the Mercy of Allh! He is The Oft-Forgiving and The One Who Forgives Extensively...","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
n9dvmegz4,"QUOTE: Diligence and determination in this era are far below what the righteous predecessors (al-Salaf al-li) had. Knowledge exists today, but it requires men who dedicate themselves to studying the Book and the Sunnah throughout the night and day. 

Read the full article linked below!","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
7xlbbif09,"May Allah reward our teacher Shaykh Abdulilah (@Abdulilah_UK) for giving his time to us this evening. Beautiful benefits regarding Allahs Names  benefits from the Quran itself, Hadith, the Sahabah, the Arabic language, etc.

May Allah preserve him and our mashayikh.","Salafi taklidi","זיו חסון","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","",""
kfdz50d9g,"""LIVE LECTURE This Saturday: 

Some of the beautiful names of Allah by Imam as-Si'di - Part 1

Shaykh Abdulilah Lahmami   

This Saturday (21st December) at 6pm 

All Welcome","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
r1turmt5r,"""       

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah","Salafi taklidi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","",""
vuh5p3xld,"""From the tremendous cures of the heart and body","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
sziwv6pz6,"Ar-Rabah ibn Ab Abdir-Ramn said: 

Its not befitting for anyone who knows that he has something from knowledge to ruin himself. 

[Al-Madkhal (no. 687) of al-Bayhaq: a] 

Shaykh Muammad al-Uthaymn said: 

This is a good statement. How [does one ruin himself]? By neglecting the knowledge Allh gave him. Wasting knowledge occurs through neglecting it - not maintaining or caring about it. It also occurs by abandoning acting upon it i.e. that a person maintains it [through revision] but doesnt act upon it; this person is considered to have wasted knowledge, meaning that they didnt benefit from it. 

This should be an admonition for every student of knowledge to maintain what Allah granted them of knowledge. How? By reviewing, revising and acting upon it. For this reason, some [of the scholars] said, Preserve knowledge by acting upon it, while others said, Preserve it by writing it down, and both are correct [as one should do both]. 

(Shar a al-Bukhr)","Salafi taklidi","אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","",""
oe4hqbzvo,"""LIVE LECTURE: 

Important Advice to the Youth of this Ummah by Shaykh Salih al-Fawzan  ( ) 

Read by Ustadh Abu Rayhaana Yahya ( ) 

This Sunday (15th December) at 5pm 

All Welcome","Salafi taklidi","בנימין ווליך","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","",""
yz9yxc91k,"""Compare our hearts to the hearts of the Salaf (Righteous predecessors), and reflect how the speech of Allaah   affected them...","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
te73wkul6,"""Whoever is afflicted with distress, grief, illness, or a hardship","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
2ribwq391,"""Let us busy ourselves with beneficial knowledge...","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
jz32v93mi,"""New Weekly Lesson

What is Salafiyyah 

Shaykh Abdullah al-Bukhari ( )

Read by Abdurrahman al-Mawsili ( )

Starts Tomorrow: Wednesday 4th December | After Isha (7:30pm) 

All Welcome

Listen LIVE:","Salafi taklidi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","",""
a7sshni8v,"""December Prayer Times","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
zf98iiuar,"The Messenger of Allah (may Allah raise his rank and grant him peace) said: 

Jibril ordered me to give precedence to elders. 

[Silsilah al-Ahadith al-Sahihah of al-Albani (v. 4 p. 74 no. 1555)]","Salafi taklidi","אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","",""
6gx9zdu5r,"""US President Donald Trump has claimed that Saudi Arabia's Crown Prince, Mohammed bin Salman, is ""kissing his ass"" during a speech at an investment summit in Miami","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
ia83lwx9j,"Honestly, I thought this video was fake or AI , but it turns out Trump actually said those things about Mohammed bin Salman.

What does Mohammed bin Salman have to do to please Trump?!

He gave him a trillion and a half dollars, opened his territory to him to attack Iran, and protects his soldiers in Saudi Arabia.

He hung his pictures in Saudi Arabia, bought weapons from him, and gives him oil for free.

What a disgrace and humiliation!","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
klsf8qq2o,"""Say My Lord only forbids disgraceful deeds whether they be open or hidden and sinc and unjustified aggression, and that you, without His sanction, associate things with Him, and that you say things about Him without knowledge. 

[Quran, 7: 33]","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
vt1b58x98,"""He [MBS] didnt think he would be kissing my ass, he really didnt, and now he has to be nice to meHe better be nice to me, hes gotta be. 

- Trump on Saudis Mohammed bin Salman.","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
za0ebzz64,"""IDF police beat up a Palestinian father and his child for standing too close to a jewish area.

This is exactly what apartheid looks like.","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
lbrhd3nhp,"SNEAKO says he WON'T ally with Shias that are disrespectful to Aisha RA and the Companions 

""If Shias say disrespectful things about the companions and Aisha RA.. they're not one of us. I won't ally with you. Khamenei made it clear that he didn't spread disrespect.","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
sm12sd7lq,"SNEAKO reacts to Muslim Lantern crashing out over his tweet 

""Mohammed Hijab and Daniel understood what I was saying. Muslim Lantern isn't happy about that. Trump is saying Saudi Arabia is supporting the US...","Irrelevant","אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","",""
z09kpyg55,"""The 18-month-old Palestinian child, Karim Abu Nassar, was tortured while his father was detained by IOF.","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
l3zze65i3,"""My little soul","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
vf33dnl3n,"""Listen to the mother describing how the IDF tortured her 18-month-old child in front of his father.","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
7yzgb1j6l,"""Israel kidnapped and tortured a one-year-old child in front of his father for 10 hours, burning cigarettes and inserting nails into his legs, in an attempt to extract a false confession under duress.

Israel kidnapped and tortured a baby!","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
p9rbjx76b,"""Karim:","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
qaqs4rp8a,"""Those who did this to the children of Gaza have no right to cry, no matter what happens to them.","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
whmczrqbg,"Israeli settlers rampaged for more than five hours across the West Bank last night, striking over a dozen villages without any intervention. 

The violence followed claims by IsraJaludinisters that a settler had been killed in a car t*rror attack, which was later found to be an accident. In the aftermath, Palestinian homes in Silat ad-Dhahr were set ablaze.

Footage also captures attacks on Jalud, southeast of Nablus, where houses and vehicles were torched.","Irrelevant","אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","",""
q75txkhhg,"JUST IN: Israel abused and tortured a baby to pressure his father.

Osama Abu Nassar was stopped near Al-Maghazi camp, forced to strip, and separated from his 18-month-old son. Witnesses say soldiers detained the child, tortured him in front of his father, and interrogated him at a checkpoint.

The child, Karim, was released after 10 hours via the Red Cross with injuries documented in a medical report, while the father remains in detention.

Source: @QudsNen","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
92b4uonn5,"Israeli Forces Tortured Child in Front of His Father in Gaza  

Israeli forces subjected a one-year-old child to abuse and torture to pressure his father into giving confessions in Al-Maghazi refugee camp in central Gaza, according to local and family sources.

Osama Abu Nassar, while taking his child to buy supplies a few days ago, he was caught in gunfire near his home and forced by Israeli soldiers to leave his 18-month-old son on the ground and approach the Israeli checkpoint, where he was stripped of his clothes.

According to witnesses, the army then took the child and interrogated the father at the checkpoint. The forces tortured the child in front of his father, including burning his leg with cigarettes, pricking, and inserting a metal nail into his leg, as confirmed by a medical report.

The child, Karim, was released after 10 hours and handed over to his family through the International Red Cross, while the father remains in detention.

 Osama Al-Kahlout","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
o78co9pt9,"""BREAKING: Iranian ballistic missile hits Arad, Israel.

At least 70 Israeli settlers were injured.

A mass casualty event has been declared by Israeli media after devastating Iranian missiles struck Israel.","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
4rwwzb8gi,"""Israel has declared a mass casualty incident after an Iranian missile hit a residential building in Arad.","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
evdxssqsd,"""Footage from Arad, Israel. 

At least 20 buildings damaged in Arad, southern Israel, following Iranian missile launch, Israeli media claims.

Israeli army says 450-kilogram Iranian rocket fell on Arad, Tel Aviv admits failure to intercept.","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
hed71bo8u,"Iran striking Dimona is a warning shot.

If Israel is still thinking of using tactical nukes against Iran, there are many ways to make Israel's occupied territory uninhabitable.","Irrelevant","אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
jlevv6al5,"""LIVE NOW:

Truthfulness &amp; Its Praiseworthy Effects - Risalah by Shaykh Rabi'   

 Abu Inayah Seif ( ) 

 Listen LIVE on Mixlr","Salafi taklidi","אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","",""
73cx8qm67,"Knowledge is not to praise yourself rather that is ujb self amazement!

Knowledge is fear of Allah not to say how many good things one has completed. This is why the elders surpass the young ones that have ujb because the elders learnt from their elders manners.","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
m90qnip1m,"""LIVE : Explanation of Kitab at Tawhd

Chapter: Seeking rain through the lunar Phases (Constellation)

Shaykh Hassan Somali @hikmahpubs

Watch LIVE via:

Listen LIVE via:","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
zeocbfxq2,"""Explanations of Kitab at Tawhd

Chapter: Seeking rain through the lunar phases (Constellation)

Shaykh Hassan Somali

Tonight After Maghrib 6:30pm EST,11:30amUK

Click the link for the Playlist","Salafi taklidi","זיו חסון","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","",""
2wulbgpac,"""LIVE : Explanation of Kitab at Tawhd

Chapter:What has been said about astrology

Shaykh Hassan Somali @hikmahpubs

Watch LIVE via:

Listen LIVE via:","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
g8ua5cylo,"""In-shaa-Allh tomorrow: Tuesday 22nd October, live lecture with Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him):","Salafi taklidi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","",""
ojdrehwt1,""" Live Now!

 Benefits from Madrij al-Slikn of Ibn al-Qayyim (Raimahullh)

 Shaykh Abu 'Iyaad Amjad bin Muammad Rafq | @AbuIyaadSP (may Allh protect him)

 Also broadcast live via","Salafi taklidi","אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
m6zde5maw,"""Back in print: 

The Precious Remembrance 

A collection of daily remembrances and supplications by Shaykh Ibn Uthaymn ( ). 

For free distribution from:



November 2024 (  )","Salafi taklidi","אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","",""
5igf8u7wb,"""Khutbah: Who do we love and does Allah love us? @hikmahpubs","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
56zyuv6pt,"""  -   

 &       

Ustdh Abu 'Ukkshah & Ustdh Abu Inaayah

   
  :

 All welcome, 
Brothers & Sisters side open

 At the Masjid: 
2 Dudley Street, Manchester, M8 9DA

   :","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
rhqdwvatg,"""There are so many amazing young brothers &amp; sisters out there.

My sincere advice: dont let social media burn you out.

Make the Masjid a regular part of your life, learn your religion, and strive to live by it.

By Allah, we only want the best for you.

Your community needs you.","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","",""
xcv1voef9,"""   - .

               

  :

- Repair and resurface the masjid car park
- Replace the shed with a selling pod and storage area to raise funds
- Install a hatch and serving space for selling on Fridays and other occasions
- Fix and install cupboards throughout the flat areas to increase space for musalleen (worshippers)
- Fix tiles, regrout, and repair leaks in the musallah to accommodate more people in the masjid.

        ,         . ( & )

  


  :

:
Account Name: Dar Ul Hadith
Sort Code: 309542
Account Number: 05570092
Bank Name: Lloyds
BIC CODE: LOYDGB21004
IBAN NUMBER: GB19 LOYD 3095 4205 5700 92
: 

:


Don't forget to Gift Aid your donation -    % - by filling this form in:","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
7yb0b9tr7,"""    
  - 

Explanation of Select Ahadith from The Book of Holding Fast to the Book and the Sunnah from Sahih Bukhari

Explanation of Shaykh Rabee (Allah Preserve him)

Lesson by Ustaadh AbdulHakeem Mitchell @ibnmitchell hafidhahullh

    

Brothers & Sisters all welcome

:
Phil Martin Centre, 
139 Princess Road, 
Moss Side, M14 4RE

  : 
 &","Salafi taklidi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","",""
lnhg177gj,"""    
    

An Explanation of the Creed of Muhammad bin Abdil Wahhaab

 :

- Two lessons per week:
 - &  -   
- 3 Month Course 
- Online lessons via Google Meets
- Interactive Slides & Presentations
- Sisters Aged 16+

         :","Salafi taklidi","אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
8c79lh9vu,"""LIVE : Explanation of Kitab at Tawhd

Chapter: What has come concerning fortunetellers and those like them.

Shaykh Hassan Somali @hikmahpubs

Watch LIVE via:

Listen LIVE via:","Salafi taklidi","אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","",""
621k09ey8,"""Wisdom is to do what is correct, in the correct manner, at the correct time.

It has 3 pillars: 
1. Knowledge 2. Forbearance 3. Patience

The opposites: 
1. Ignorance 2. Recklessness 3. Haste

Thus, wisdom cannot be found in the ignorant, reckless, or hasty.

Imam Ibn al-Qayyim","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
em89oqv38,"""LIVE NOW!
 The Six Fundamental Principles of Shaykh Muhammad b. Abdul Wahhb
 Abu Abdir Rahman Hilal @MarkazSalafi
Listen at: 
 You can access the online pdf version of the workbook by clicking on the link below","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
rj8czsso9,"""*JOIN US TOMORROW*

    
 
A double lecture evening event at Masjid As-Sunnah tomorrow 29th July 2024, starting at 7pm inshAllh.

Details in the posters below:

Masjid As-Sunnah 
3 Paternoster Lane
Bradford
BD7 3DS
01274 501 736","Salafi taklidi","זיו חסון","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","",""
r7dbi48zz,"LIVE! Manchester Mini Conference - Part of the UK Dawah Tour 2024:
1 Islm is the Sunnah & The Sunnah is Islm - Sh. Abdulilah Lahmami 
2The Advice of Al-Allmah Rabee on Unity
Sh. Abul-Hasan Malik Al-Akhdar

Tuesday 30th July
Talks start at 7pm till late
Stalls for Books Food & More! Open from 6pm
Live at the Masjid - All Welcome
Broadcast at 

We are pleased to confirm the Manchester part of the UK Dawah Tour 2024 following on from the National Salafi Conference in Birmingham - welcoming @Abdulilah_UK & @IbnAkhdar to Manchester. Great opportunity for all to learn with your brothers.","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
wf9odcjo2,"Filming your acts of worship?

Shaykh ar-Ruhayli","Salafi taklidi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","",""
dzvzea9by,"""Deliberately Returning Back to Sins After Ramadan by Al-Imam Abdul Aziz ibn Baz rahimahuAllah.","Salafi taklidi","אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
u1i139j1b,"Advice for the Muslims

Sh. Ibrahim Al-Muhaymid","Salafi taklidi","אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","",""
fkrrvntsf,"Conferences at Masjid Muqbil this week","Irrelevant","בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
5oja28sqq,"We judge by what is apparent

Al-Allamah Salih al-Fawzan","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","",""
bishekni1,"Sh. Salih l Ash-Shaykh","Salafi taklidi","זיו חסון","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","",""
wg8tswudu,"(84) 
The Claim That Shaykh Al-Albani Was Overly Lenient and Shaykh Muqbil Overly Strict in Hadith Grading

Question: 
It is said about Shaykh Nasir Ad-Din Al-Albani that he was lenient in his authentication and weakening of hadiths, and about Shaykh Muqbil that he was overly severe. How true are these statements?

Sheikh Yahya Al-Hajoori
As for the claim that Shaykh Al-Albani was lenient in authentication and weakeningthis is incorrect. How could that be? He never weakened a hadith without providing clear evidence for its weakness. He was extremely meticulous in weakening hadiths. His book Silsilah Adh-Daifah (The Chain of Weak Hadiths) stands as a testament to this, showing his great precision. Regarding authentication, he would sometimes exercise his own reasoning (ijtihad) on certain hadiths, citing various chains and applying his own methodological principles. He might say, ""This hadith, through these chains, is hasan in my view."" This is similar to what Al-Hafidh Ibn Hajar does in Bulugh Al-Maram, where he says, ""This hadith is hasan,"" even though some other hadith masters or researchers may disagree. The same can be said for Az-Zaylai and other scholarsthis is a normal matter of scholarly difference.

It is true that some hadiths in Silsilah As-Sahihah (The Chain of Authentic Hadiths) which he deemed authentic are not accepted by some other scholars. However, in reality, his ijtihad was very strong, and he provided the Muslim Ummah with an immense treasure that neither a scholar nor a student can do without. He remains a mujtahid, like other mujtahids in the field of hadith. A student of knowledge should still examine the hadiths, even those found in Silsilah As-Sahihah or Irwa Al-Ghalil, and form their own conclusion based on what they see, even if it aligns with Shaykh Al-Albanis ruling. If a student feels they have not reached the level to judge a hadith as hasan or sahih as the Shaykh did, they can simply hold their own informed opinion. And all praise is due to Allah, the Lord of the worlds.

As for the claim that Shaykh Muqbil was severe in authentication and weakeningthere is no doubt that he was extremely meticulous. The ""severity"" here simply refers to his rigorous precision. Shaykh Muqbil would scrutinise many hadiths in light of hidden defects (ilal). I once asked him directly: ""O Shaykh, the hadiths you included in As-Sahih Al-Musnad, did you examine them for hidden defects?"" He replied, ""I mostly examine them for hidden defects."" He continued this practice throughout his life, constantly reviewing As-Sahih Al-Musnad against books of ilal. If Al-Hafidh Ad-Daraqutni, Abu Hatim, Abu Zurah, Al-Hafidh Ibn Hajar, or any of the hadith masters stated that a hadith had a defect, Shaykh Muqbil would either remove it from his collection or keep it with a note indicating its defect.

In my observation, the criticisms regarding authentication directed at our Shaykh (Muqbil), may Allah have mercy on him, are far fewer than those directed at Shaykh Al-Albani. This is worth noting, considering the vast number of hadiths that Shaykh Al-Albani ruled upon compared to the number that our Shaykh ruled upon.","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Skip","יש לפוסט קטע אינפורמטיבי אלא הכותב כנראה סלפי אז לא יודעת","","","",""
