text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,model_decision
"""""The innovators reference weak reports from the righteous predecessors to support their innovations.

This is not rigorously established from Hammad ibn Zayd because the narrator from him is actually al-Abbas al-Asfati, 

The isnad presented here from Ibn Abi Hatim is a fabricated composite chain. Al-Abbas al-Asfati, about whom al-Haythami says in Majma al-Zawaid (5/102): I do not know him, and al-Albani in al-Daifah (4/250/1751) says: I do not know this Asfati.

Here, Al-Albani weakens him.


Not to mention, there is a 60-year gap between the death of Sulayman ibn Harb and al-Asfati. 

Strangely, some biographers translate Muhammad ibn Yazid al-Asfati and mention that he was the maternal uncle of Abbas ibn al-Fadl al-Asfati, but they do not provide a biography for Abbas, except in sources like Ibn Asakir without criticism. 

In short, this man is questionable, his identity is almost completely unclear.

Sulayman bin Harb appears to have some issues. 

Al Dhahabi (the same one who repented from reciting these reports in his book on Uluw) says in Siyar Alam al Nubala: 

Abu Ubaid al-Ajri:

I heard Abu Dawud say: Sulayman ibn Harb would narrate a hadith, then narrate it as if it were something else.

Al-Khatib said:

He would narrate according to the meaning, so the wording of the hadith would change in his transmission.

   :     :              .

  :           .

All of the alternative chains go through Sulayman bin Harb.""
""
--------------

- Imam al-Dhahabi authenticated it

- There is no Ibn Abi Hatim in this isnad

- The 60-year gap is misleading since al-Asfati confirmed he heard it from Sulayman

- The OP didnt even bother to research, instead he just copy-pasted nonsense from a conspiracy theorist online",0.072202936,0.0011742836,0.97399616,
"The interfaith call is a call to Kufr and Shirk

From: Shaykh Sulayman al-Alwan",0.0036025755,0.006106634,0.99700147,
"Imam Ahmad bin Hanbal said: 

Ibrahim bin Adham said: 'Whoever loves fame has not been sincere to Allah.'

[Tafdil al-Faqr of al-Qadi Abi Yala]",0.005013768,0.003569858,0.9959312,
"It is narrated that when Imam Ahmad bin Hanbal was informed that a man had described the people of Hadith as evil, Imam Ahmad said: 

[He is a] Zindiq! Zindiq! Zindiq!

[Marifah Ulum al-Hadith of al-Hakim]",0.0119119175,0.0017727129,0.988689,
"Dr Waleed al Maneesee reciting Musnad al Shafie in the presence of the Allamah and Muhaddith Abdullah al Obaid

Scholars of the Ummah",0.005207972,0.004208958,0.9971963,
"""Assim al-Hakeem has a better Sharh than Ahmed Jibril icl""",0.017326292,0.98392767,0.03210255,jihad
"""""In a country in which tawheed is known, is the one who makes sujud to a grave excused by ignorance? 

The authors answer in summary, this is a matter of difference of opinion/ijtihad among the scholars, some make takfir and some dont.

He takes the opinion of Udhr bil Jahl. 
""
--------------

Absolutely, may Allah bless the shaykh. 

Many of our scholars are more nuanced than some of the clueless brothers we have that have extremely black and white thinking",0.002016838,0.014886924,0.9942702,
"""They're going to takfir me for this, a good explanation of a beginner book does not qualify someone as a scholar, let alone a major one.""",0.9847081,0.001730877,0.028623572,
"""The only hypocrite here is you.

I have made not one, but SEVERAL posts stating that the scholars of the Asha'irah and Maturidiyyah are not deviants. 

Perhaps you don't know how to read, or you're purposely lying to people. We will not spare you in the court of Allah.""",0.65979767,0.00082438387,0.3610838,
"""Ibn Taymiyyah gave Udhr in all matters including grave worship 

He states a specific persons iman cannot be taken without yaqeen. 

He states that the impediments are required to be removed 

I think both camps can agree with these facts.""",0.8953887,0.002653597,0.019712174,
"""For everybody asking what is happening with me. I am ready to fight anytime but one man is trying to ruin my career: Ben Shalom. I dont understand why he is doing it. He has been earning money from me for years and years and has kept me tied up in a contract. My lawyer has confirmed that my contract with him is finished. I try to move on and he sends crazy emails to everyone blocking me from fighting and earning a living. He is trying to scare me saying he will sue everyone if I fight and dont pay him. I fight to provide for my family, not for Ben Shalom. He is not my promoter. I am ready to fight but I will not pay that man another cent.""",0.9962876,0.0052632485,0.004664332,
"""To be honest haddadis should agree with him. 

Also why dont they extend this to imam Ahmad who didnt make takfir of all jahmis? 

Its hilarious lol""",0.12675606,0.8378763,0.0038484752,jihad
"""""If anyone wants to know the positions of Ibn Taymiyya read 

         |     ""
""
--------------

Ibn Taymiyyah gave Udhr in all matters including grave worship 

He states a specific persons iman cannot be taken without yaqeen. 

He states that the impediments are required to be removed 

I think both camps can agree with these facts.",0.008030779,0.002534137,0.9932439,
"""""Khariji makes takfir on Ibn Taymiyyah for the view of udhr bil jahl in shirk, this is what happens when an AMJ watcher stays consistent with his principles 
""
--------------

To be honest haddadis should agree with him. 

Also why dont they extend this to imam Ahmad who didnt make takfir of all jahmis? 

Its hilarious lol",0.009061266,0.96662694,0.045494363,jihad
Why doesnt Dr Omar Suleiman wear a proper suit. His outfits are decent but would look way better in a suit,0.9928276,0.0019475308,0.010588997,
"""Genuine question 

How do sisters only dawrahs work without it being problematic?""",0.9956151,0.0019365158,0.010709802,
"""25TH AMENDMENT!!!
Not a single bomb has dropped on America. We cannot kill an entire civilization. 
This is evil and madness.",0.9972361,0.004875475,0.003949385,
"""Detailed explanation of Sheikh Abdulaziz al-Rajihi   on      ,his view on the Saudi government and supplication for the Muslim rulers as established by the salaf",0.003750335,0.005503336,0.9968754,
"""The term Madkhalism isnt an attack on imam Sh Madkhali 

The term Jami isnt an attacks on Sh Jami

Get used to it guys.""",0.8211748,0.0013910155,0.058023095,
""""" Chapters on Etiquette and the Noble, Legitimate Morals

 Join Ustadh AbdulRahman Hassan for an exclusive sisters-only Dowrah Ilmiyyah. A focused intensive diving into the manners and morals that Islam calls us to embody.

 Wednesday, 8th April 2026
 10:00 AM to 1:00 PM

 Masjid Darussalam, West London Southall, UB2 5NS

 Sisters only.""
""
--------------

Genuine question 

How do sisters only dawrahs work without it being problematic?",0.0110087935,0.0020983238,0.9942585,
It says in Fataawa al-Lajnah al-Daaimah (12/149): It is not permissible for a man to teach girls directly because of the serious dangers and grave consequences involved in that.,0.996314,0.002662295,0.0076965247,
"""Why calling him Jolani is better than Sharaa:
1-properly credits his 14 years history as Jolani
2-Sharaa is a deadname given to him at birth and is therefore transphobic
3-calling his hardcore supporters ""Jolanists"" sounds better than ""Sharaaists""""",0.99663085,0.0044962764,0.0031666774,
"""Niggas who likes no dictators except for Adolf Hitler.""",0.99684465,0.0052434704,0.0033071074,
I am a leftist with the muslims and ibne khan with the kuffar,0.04475844,0.004492132,0.5942268,
"""palantir is a black (karp), queer (thiel), and neurodivergent (both of them) owned business""",0.9971878,0.0039990223,0.0046738232,
"""""...this is just autism.

This is literally just autism.

And then everyone keeps calling you a weirdo because they can't comprehend that texture disgust is a thing.

And then you grow up feeling like you're insane.""
""
--------------

No it isnt",0.99733895,0.0052538128,0.0036271184,
"""Planzoggers: Jews are actually BASED White Supremacists acting out Total Islamo-Brownoid Death! 

Jews: Actually were the brownest, swarthiest gorilla nggers youve ever seen, total T-50 untouchables. Our enemies are actually white so thats why you should cheer for us.""",0.9975049,0.0050433152,0.0035044176,
How did rock solid get doxxed lmao,0.9962894,0.0047479435,0.0039402735,
"""These freaks scammed me by charging a fee for their in-house sufi seance which I needed to deal with teenage incel trauma but then they ghosted me""",0.9976082,0.004281834,0.004498204,
"""do they just make them in a lab or something""",0.99734193,0.0037266677,0.0054159877,
"""",0.9950859,0.0076876148,0.0043346724,
"""",0.9950859,0.0076876148,0.0043346724,
"""""@ebbbandflow 
""
--------------

Fiqh bros like funger 
Interesting",0.9938253,0.0019063362,0.011125879,
"""""Slut shaming is a moral obligation upon all Muslims.""
""
--------------

He is correct btw",0.9955051,0.0069873757,0.0023602322,
""""" Barcelona, Suriyede bir spor akademisi kuracak. 
""
--------------

Lamine yamal beaten with sticks by deiris . Groyper",0.15642235,0.0022177,0.73541963,
"""""asked online leftist to include sex workers and drug dealers as part of the working class 
""
--------------

Kill yourself",0.9975243,0.0045859576,0.0038867297,
"""Muhammad ibn Abd al-Wahhab war ein arabischer Prometheus

Jedoch war er ein Mensch und brachte kein neues Feuer, sondern entfachte eine alte Flamme, gesammelt aus vergangenem l",0.9973711,0.0035518138,0.0046661813,
Hitler killed the jews because he was on the audhd spectrum and that was his self soothing stim,0.9971409,0.0049043586,0.0033056664,
"""*Al-Sharaa walking to an American restaurant* ""Iraq war veteran's discount please.""""",0.9974865,0.004182625,0.0035978565,
"""",0.9950859,0.0076876148,0.0043346724,
"""""Jam'at Ahl as-Sunnah lid-Da'wah wa'l-Jihd (JASDJ), mostly known as Boko Haram, recently released a video threatening ISWAP. The group in the video appears to be based in the Lake Chad area under the authority of the JAS overall leader Bakura Doro, aka Abu Umaymah.    

The speaker begins by calling ISWAP apostates and deviants, and tells them not to rejoice over the death of Abu Bakr al-Shekawi (Shekau). As a reminder, Shekau blew himself up in 2021 when he was cornered by ISWAP in the Sambisa Forest. ISWAP had called upon him with loudspeakers to surrender, but he refused.    

He adds that after Shekau there are many other Shekaus who dont die and dont change, and who follow his ways and teachings, and will remain until the Day of Judgement.    

He calls ISWAP deviants for not considering regular Muslim civilians apostates for living in territories controlled by the Nigerian government, which JAS describes as the general of the polytheists. This is a major difference between JAS (Boko Haram) and ISWAP, as the latter only sees the military, their auxiliaries, and Christians who dont pay the jizyah as legitimate targets. By contrast, JAS views everyone living under the apostate governments as legitimate targets, which is the reason behind the recent bombings in Maiduguri by JAS.    

The speaker then addresses ISWAP again, urging them to repent before JAS destroys them, and says that if they do, they will be safe from them.  

He then greets JAS fighters in all their provinces, the Mandara Mountains, and Sadikus mobile faction in the northwest and north central, as they renew their pledge of allegiance to Abu Umaymah. Children are visible among the group.""
""
--------------

IS thinks these are Khawarij making Takfir on them without clear evidence and being moronic dogmatic bout lable of kufr based on living under kuffar 
you know whats funny? That theyre tasting their own medicine
Everyone else feels same about IS in the arena of armed fighting",0.020291006,0.8978368,0.022786979,jihad
"""""Can anyone explain why some people draw a circle around themselves when they sleep in the desert? 
""
--------------

This reminded me of the hadith of the Prophet  when he went out to give Dawah to the Jinn and draw a circle in the sand and told Abdullah Ibn Massoud to stay in that circle for as long as he gives them Dawah
Probably something based on that tradition 
And Allah knows best",0.99751425,0.0038326567,0.0043117227,
"""""MUSLIMS ONLY If the Turkish military created a ""foreign legion"", would you sign up for it? 

10-year contract with equal salary &amp; benefits to Turks of same rank, immediate residence permit for spouse &amp; children with path to full Turkish citizenship at the end of the term.  
""
--------------

And every year on 10th November at 9:05 a.m. every soldier of this foreign legion, black or white, gypsy or whatever, even those who are sitting on toilet, have to stand up and salute  
In remembrance of Ataturk lol",0.5899748,0.36976445,0.00292622,
"""""TB 1.0 and TB 2.0 narrative is so funny, TB 1.0 had very few differences w the current emirate and many did many things Daeshis takfir for (congratulating a democratic president and considering him muslim, not killing shias, allowing sufi and shia gatherings, shortcomings in implementiation of sharia on a judicial level, not to mention the Hanafi maturidi deobandi aqidah on Which ISKP recently said its kufr ) just to name a few. 

They should just be consistent and takfir directly.""
""
--------------

If they could they would also Takfir Tbn 1.0 and Abdullah Azzam and many many others 
Yet theyre not able as that would mean that they are without history",0.043479,0.9616203,0.01101704,jihad
"""Hezb had an entire year to admit its mistakes and offer an apology to Syria, yet it chose not to. Strategically, that opportunity could have helped reduce tensions, especially considering Syria is its  neighboring country. Instead of taking responsibility, what they have done is""",0.9971302,0.0048918687,0.003567077,
"""""al-Baq looked like a Hindu slum under the control of the grave-worshippers. 
""
--------------

The cages were probably placed so ppl dont dig out the deceased 
When I visited Baqi first time, ppl had a bag with to steal the earth from the graves and this happened while guards were around monitoring 
Imagine a century ago without guards what happened and could happen",0.99686784,0.004460056,0.0063601164,
"""With everyone focused on whats going on in the Iran-US/Israel conflict. Lets not forget about the Sunnis in Iraq.",0.99760747,0.0045300312,0.0037850335,
"""""40 years spent in a country, granted a Golden Visa and he has been asked to pack up 40 years of his life in two days. To those who say UAE is their home, is this what home looks like? Today its Iranians next time it can be you. 
""
--------------

UAEs policy aside
This is the harsh reality for every one who promotes reckless ""Hijra"" to wherever in a time where its not enough to be a Muslim
You could live 50 years somewhere and theyd kick you out without concern for your family
This non sense approach must stop",0.99760604,0.0040283855,0.003983424,
"""""I don't think people understand the gravity of the situation as the UN is preparing for possible nuclear weapon use in Iran.

This is a picture of Tehran. For you uneducated, untraveled, never-served, warhawks licking your chops at the thought of bombing it. It's not some low population desert. There are families, children, family pets. Regular working class people with dreams. You're sick to want war.

Tehran is a city of nearly 10,000,000 people. Imagine nuking Washington, Berlin, Paris, London, or beyond, bombed with nuclear weapons.

I gave up my diplomatic career to leak this information. I suspended my duties so as not to be part of or a witness to this crime against humanity, in an attempt to prevent a nuclear winter before it is too late.

Yesterday, nearly ten million people protested No Kings in the United States. The possibility of the use of nuclear weapons must be taken very seriously. It's dangerous. Act now. Spread this message worldwide. Take the streets. Protest for our humanity and future. Only the people can stop it. History will remember us.""
""
--------------

This is truly concerning 
Read this, spread this 
Madness 
May Allah destroy their plans",0.9975223,0.0049637617,0.003561571,
"""""@ikrimah114 It's one thing to criticize someone for what they publicly did, but to implicate the sincerity of all who lead prayers in the haramain is a transgression that is unnecessary n irrelevant to the topic""
""
--------------

Sudais makes a Khutba against the protests after Rabia massacre inside the haram where thousands were massacred 
Sudais makes Dua for Musharaf who meanwhile kills thousands girls in Lal Masjid 
Then he goes to the Haram and cries during some verses 
Yeah I doubt his sincerity",0.04062558,0.9525627,0.010267502,jihad
"""""Reza Pahlavi:

The final blow will be delivered by the people of Iran themselves...

They are taking shelter while the bombs are falling...

But when the right moment arrives, I will call on them to rise up again. 
""
--------------

When he enters Iran lol",0.9955041,0.008259394,0.0020367962,
"""""""the humiliation we livin' in is caused by abandoning jihad"" 
""
--------------

This is like Pablo Escobar saying drugs brought all misery to the world lol",0.99773884,0.0046515563,0.0034599658,
"""""Just a 14-second clip, but what a clip!

Yahya Sinwar, Qasem Soleimani, Ismail Haniyeh, Hossein Amir Abdollahian, Musa Abu Marzouk, and Rawhi Mushtaha together.

Tehran, 12 February 2012 
""
--------------

Sinwars aura overshadows all of them as he walks, especially knowing what he did 
Causing the largest territorial conflict since World War II",0.45313206,0.16988732,0.0066947946,המודל לא הצליח לקבל החלטה
"""""Never deleting this app. 
""
--------------

Say what you want but this Junior account is hilariously funny",0.9970387,0.002895438,0.005507986,
"Bibi was pressured by his Christian brothers to open the church for their religious ceremonies for Easter 
Even Macron wrote in Hebrew something here on X
Is there anyone who claims Islam and has relationship with Israel who pressured him to open Aqsa? Morocco, Egypt, Jordan etc?",0.99744666,0.0035054751,0.00468664,
The betrayal is on such a level that one is only left speechless,0.9970784,0.003399703,0.006624643,
"""""This the pro-Assad/Hezbollah journalist that was killed by Israel earlier today in Lebanon. 

I used to regularly see her mock Syrians  in Idlib being killed by the Assad regime and Hezbollah. 

I hope her family prays for her soul, because I definitely wont be.""
""
--------------

Reminder: 
There was a South Lebanese criminal filming in Homs before Assads fall, making fun of a Syrian in Lebanon who was not being able to return home
Today those Syrians are probably back home and hes homeless
Lesson? Dont be arrogant 
The tides of fate can turn instantly",0.99750715,0.0045793625,0.003473695,
"This said 
Its a catastrophe whats happening in South Lebanon and I hope and pray for the Jews to be crushed
Im not happy for whats happening to common ppl but theres a lesson for those who roam on this earth today as if nothing can befall them tomorrow",0.9974252,0.0049763755,0.0032697453,
"""Wait what?",0.9973266,0.004975209,0.0038028029,
"""""Be Patient, O Sisters!"" 2/2",0.9974745,0.004404362,0.003944682,
"""Allah did not tell you to make Islam appealing to everyone...",0.99775225,0.0043108095,0.003972698,
"""They Say: Islam is the Principal Source of Legislation?",0.9974064,0.004701345,0.0035307019,
"""Shaykh Turki Binali's brother, Abdullah Binali announced the passing of his father earlier today. May Allah accept his deeds.",0.0076415273,0.1213289,0.38672152,המודל לא הצליח לקבל החלטה
"""Can a ""Muslim"" Leader Join a Non-Muslim-Led Coalition Against the ""Khawarij""?",0.5526396,0.43326822,0.0015875312,
"""Imam Ahmad bin Hanbal said: 

I am a man who has not mixed with the ruler.

[al-Mihnah of Salih]",0.0048526693,0.02406444,0.9225538,
"""Shaykh al-Islam Ibn Taymiyyah said: 

Whoever says: ""Allah descends in a golden clog"" or says: ""[that] He descends like my descending"" is to be asked to repent. If he repents, [he is spared], but if not, he is to be killed by the consensus of the imams of the religion.",0.9948437,0.0028859011,0.0052230554,
"""Al-Imm Ibn Qayyim (d. 751 AH), Raimahullh, stated:

And he [Imm Amad] said in another place:

That Allh, azza wa-jall, is upon His Throne above seventh heaven; He knows what is beneath lowest earth; and that He isn't in contact (mumsin) with anything from His creation.",0.9713029,0.0010319311,0.09144787,
"""@ibnalwaily Imam Sufyan al-Thawri has something to say to you.""",0.007736973,0.0036152108,0.9604519,
"""Imam Sufyan al-Thawri, the great jurist from Kufah, said: 

If the ruler invites you to recite Surah al-Ikhlas to them, then do not come up to them. 

[Shu'ab al-Iman of al-Bayhaqi]",0.021586813,0.0019368486,0.9722617,
"""It is reported that Khalid bin al-Walid wrote to the Persians: 

I have brought you a people who love death as much as you love life.

[al-Musannaf of Ibn Abi Shaybah]",0.024799509,0.0014870819,0.9895872,
"""Hasan el-Basr (r.h) yle dedi:

""Kim bildiiyle amel ederse, bilmediini renmesi iin Allah onu muvaffak klar.""

(Fardu Talebi'l lm, curr, 25)",0.9920366,0.0051999367,0.00406615,
"""Al-Hasan Al-Basri [d. 110 AH] said, 

Beware of backbiting. By Him in whose hand is my soul, it consumes good deeds faster than fire consumes dry wood.",0.99746346,0.0037805154,0.0045103664,
"""Imam Ahmad was asked about the meaning of the hadith:

The believer is not stung twice from the same hole.

Imam Ahmad bin Hanbal replied:

If he falls into a sin once, he does not return to it [again].

[Tabaqat al-Hanabilah]",0.9781868,0.00097288395,0.031848498,
"""May Allah have mercy on Ibn al-Qayyim.

He possessed many antique and unique Hanbali manuscripts, some of which he copied and transmitted in his masterpiece, Badai al-Fawa'id. 

He cited Imam Ahmads Tafsir, as well as the Sharh on al-Khallals al-Jami by Abu Hafs al-Barmaki.",0.009603115,0.0025023858,0.9929692,
"""Imam Malik bin Anas said about a man whose parents are Christian, blind, and deaf, and they ask their Muslim son to carry them to the church:

That is not obligatory upon him, nor should he do it, nor is that from the dutifulness that is required of him.

[Ikhtisar al-Mabsutah]",0.4704788,0.0023039104,0.12166171,המודל לא הצליח לקבל החלטה
"""BIG:  Massive US Air Force buildup at Prince Sultan Air Base in Saudi Arabia.

 22 KC-135 tankers
 53 likely F-16s
 10 C-130s
 More aircraft under shelters + new arrivals in past 24h.

One of the key launch points for potential strikes on Iran, alongside Jordans Muwaffaq Salti base.

Source: MenchOsint""",0.9960847,0.007513293,0.0024135285,
"""Imagine someone purposefully ignoring this quote which explicitly talks about the mass adherents within present-day Iran, and cites a vague non-applicable quote about Shia, that doesnt apply to present day inhabitants of Iran in the slightest. What would you call such a person?""",0.9966041,0.0054749628,0.002987299,
"""Both Iran and the Yahudi occupiers in Palestine have consistently stood as unwavering adversaries of Ahl al-Sunnah. 

Their legacies are marked by conflict, persecution, and the shedding of innocent Ahl al-Sunnah blood. The suffering and massacres they have inflicted worldwide upon Ahl al-Sunnah are deeply etched into the annals of Islamic history.

For every sincere adherent of Ahl al-Sunnah, the downfall and destruction of these two enemies of Islamwhose hands have long been stained by the oppression of Ahl al-Sunnahshould be met with profound rejoicing. 

The missiles raining down upon both nations ought to be met with a sincere sajdah of shukr to Allah .

Their collapse transcends mere politics; it represents a symbolic victory for the steadfast followers of Ahl al-Sunnah who have endured their tyranny, and for all who uphold the true essence of Tawheed.

May Allah heal and soothe the hearts of Ahl al-Sunnah in Gaza, Syria, and beyond, who have endured genocides at the hands of these nations.

May Allah destroy both nations and make their downfall a means for the righteous Muwahideen to emerge victorious.

Ahmad Musa Jibril
Dhul-Hijjah 16, 1446""",0.014349583,0.035743322,0.40896457,המודל לא הצליח לקבל החלטה
"""#NEW | ANYTHING &amp; EVERYTHING | O Distressed One! | Shaykh Musa Jibril (  )
#poetry",0.008871221,0.97042537,0.04109285,jihad
"""The most exalted day of the year for du has dawned  the blessed Day of Arafah.
Prepare your heart and your du from now, for this is a day when du are answered, hopes are fulfilled, sins are forgiven, faults are pardoned, and souls are freed from the Fire.

Approach this day with profound humility. Renounce reliance on your own might, and acknowledge that all strength and power belong solely to Allah. Embrace the truth of human frailty and surrender entirely to Him.

Let your supplications flow abundantly and unceasingly. Immerse your heart and tongue in dhikr, du, and heartfelt recitation of the Quran. It is reported that among the pious predecessors, some would spend the Day of Arafah seated in deep remembrance and prayer, yearning for the mercy of their Lord.

Make your du lengthy and persistent. Return again and again with your most intimate personal requests  and do not forget the oppressed and the afflicted among this Ummah.

Know with Yaqeen that when Allah grants, His generosity surpasses all imagination. The arrows of du on the Day of Arafah  by Allahs infinite permission  never miss their mark. 

Whoever remains steadfast in du shall be granted enduring joy and fiyah. 

The great scholar Ibn Abd al-Barr said:

The supplication on the Day of Arafah is better than on any other day and the du of Arafah is, in most cases, accepted.

And inLatif al-Marif, Ibn Rajab relates that one of the righteous said:

By Allah, I have never made a du on the Day of Arafah, and a year passed without seeing it answered  as clearly as the break of dawn.

The Day of Arafah is a majestic and awe-inspiring day  a day when the signs of Allahs mercy are clearly manifest.
It presents a sacred opportunity to renew ones faith, realign ones path, and make a sincere, heartfelt resolution to repent and submit wholly to Allah  not only for the coming year, but for a lifetime.

As virtuous as Laylat al-Qadr is, we do not know which night among the last ten it truly is.But we do know the Day of Arafah  the 9th of Dhul-Hijjah  and this year, it falls onThursday, tomorrow.

On Laylat al-Qadr, Jibrl and the angels descend, and that is a tremendous virtue.But on the Day of Arafah,Allah descendsin a manner befitting His Majesty.

It is a day when the signs ofTawdare renewed and exalted, and when pure servitude to Allah alone  without any partner  is fully realized.

That is why it is mentioned that among the recommended supplications for the Day of Arafah is a du ofTawd:

L ilha illa Allh, wadahu l sharka lah, lahu al-mulku wa lahu al-amd, wa huwa al kulli shayin qadr.There is no god but Allah, alone without partner. His is the dominion and His is the praise, and He has power over all things.

One must be vigilant not to fall short on this sacred day  for it is a moment that cannot be reclaimed, an opportunity that may never come again.

Dont forget to fast on this blessed day (if you are not performing Hajj), for it expiates the sins of the previous year and the year to come.

Ya Allah, let not the Day of Arafah pass except that You have lifted from us every burden, eased our affairs, and answered our du.

Ya Allah, Most Compassionate, swiftly grant freedom to the imprisoned Muslims wherever they may be, and free our sisters enduring hardship and suffering in the camps.
Ya Allah, Protector of the helpless, shield our children, our brothers, and our sisters in Gaza and elsewhere from harm and despair.
Ya Allah, bring down theawghtwho spread corruption and injustice far and wide  those who conspired with the disbelievers against the believers in Gaza and in Baghuz.
Ya Allah, grant the righteous and sincereMuwaidna clear, resounding victory.
Ya Allah, Most Merciful, envelop us all in Your boundless pardon, infinite gentleness, and overwhelming mercy.

Ahmad Musa Jibril
Dhul-Hijjah 8, 1446""",0.98846555,0.0015441397,0.013470816,
"""The war on Gaza has not ceased  it has merely morphed into grimmer, more insidious forms.

The bombs still rain from the sky. The children still perish. The siege tightens with each passing day.

And now, atop the shattered remnants of homes and lives, the assault has transformed into a war waged through starvation, through silence, through a deliberate and merciless neglect.

This is a war waged not only with missiles, but with malnutrition. With blocked aid. With the deafening quiet of a world that chooses to look away.As Gaza bleeds and crumbles beneath the weight of destruction, the world reclines on cushions of indifference.

Let history bear witness: While Trump is an active participant in the war on Gaza, he is warmly welcomed in Bilad al-Haramayn and now boasts of extracting $5.1 trillion in jizyah from the Tawght in the Gulf within mere hours  a sum vast enough to drown every inch of Palestine in tanks and saturate its skies with warplanes.And yet, these same Tawght cannot muster even a handful of grain, a vial of medicine, or a drop of clean water for Gazas children.

Qatars Taghout awards Trump with a private jet  and no one dares to ask:Why not send aid to Gaza instead?Why reward a man who emboldens those who bomb us?Why empower those who cheer our devastation?

Where are the voices that once roared for Gaza?Where are the influencers who leveraged Gazas agony to build their names  only to vanish when truth was no longer profitable or popular?

The betrayer in Bild al-Shm cozies up to the Zionists and the U.S., all the while crushing those who strive to raise the banner of Tawd  fulfilling his bayah to his new amir, Trump.The rest remain silent  a silence that echoes the stillness of the grave. Are we to endure this passivity until the genocide leaves none of them alive?

The media's gaze has turned elsewhere.The opportunists have disappeared.But the sincere  those who stood for Allah alone  must not falter. Now, more than ever, they must stand beside their brothers and sisters in Gaza, unwavering in loyalty and steadfast in faith.

Today, Gaza suffocates  in silence, in isolation.And yet it remains a gaping wound upon the conscience of this Ummah  festering with every moment of neglect and apathy.

Ya Allah, they have transgressed throughout the land and spread corruption far and wide  so unleash upon them a scourge of Your punishment.

Ya Allah, humble  and afflict with even greater suffering than that borne by the people of Gaza  those who call themselves Muslims, yet cast their vote for Trump.

Ahmad Musa Jibril
Dhul-Hijjah 4, 1446""",0.9964322,0.005803599,0.0034009425,
"""Whosoever honours the Symbols of Allah, then it is truly from the piety of the heart.  22:32

The first ten days of Dhul-Hijjah are among the most sacred moments in the Islamic calendar, days that Allah Himself has exalted. So honored are they that He swore by them in His Book, and Allah does not swear except by what is magnificent, noble, and elevated in rank.

In reverence to our Lord, we too honor these days as an expression of our veneration for Him.

These days are so weighty in virtue that time spent in worshipreciting the Quran, engaging in dhikr, and performing acts of devotionis more rewarding than Jihad in the path of Allah during any other time of the year, including Ramadan. The only exception is the one who goes forth in the path of Allah with his life and wealth, and returns with neither.

Simply recognizing the sanctity of these ten blessed days and being mindful of their immense virtue is itself a source of rewardso how tremendous must the reward be for those who engage in righteous deeds during them!

Whatever good deeds you door continue to doduring these ten days, add the intention of doing them out of reverence for what Allah has honored. The intention to honor Allahs sacred symbols increases the reward of your actions.

If youve missed the earlier days, dont lose heart, there is still time, and today is certainly not a day to let slip by.

Today is a day crowned with a triple honora day unlike any other:
It is part of the best days of the year: the first ten days of Dhul-Hijjah,
It falls on the best day of the week: Friday,
And within it lies the precious Hour of Response (Saat al-Ijabah), a time in which dus are answered.

These ten days are unlike any otherThey are days in which hearts are healed, dus are answered, and the gates of heaven are flung wide open. So pour out your soul in supplication, and anchor your heart to the door of the One who says, Be!and it is.

Seek out the sacred moments in which dus are most likely to be accepted.Within these days, a sincere call upon your LordY Rabbcould transform your life in ways you never imagined.

To honor and recognize the value of Allahs sacred seasons and symbols is a sign of a heart alive with taqw and mn. 

If you wish to measure the state of taqw in your heart, look to how much you honor what Allah has honored, by respecting their sanctity, filling them with righteous deeds, and avoiding sins.

Whoever misses these days has missed a great treasure and a tremendous reward.
Dont let these days slip awaythey are rare opportunities, windows of divine mercy that may never return.

Ahmad Musa Jibril 
Dhu al-Hijjah 3, 1446""",0.99304247,0.0017898517,0.0147142755,
"""Everything You Need to Know about the First 10 Days of #DhulHijjah",0.9934047,0.001726561,0.016907897,
"""",0.9950859,0.0076876148,0.0043346724,
"""Breaking | Israeli warplanes bombed tents sheltering displaced families in Al-Mawasi, south of Khan Younis  resulting in multiple casualties, most of them children.",0.99014425,0.017718911,0.0016377182,
