Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli,source_file,normalized_text
p6feoxqo4,"""Thbit al-Bunn said:  

A man from the Companions of Muhammad() narrated to me near this pillar:

Whoever says

  

Glory be to Allh and praise be to Him

   

I seek forgiveness from Allh and repent to Him

        ,       ,               .


Musannaf Ibn Ab Shaybah 35028""",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Thbit al-Bunn said: A man from the Companions of Muhammad() narrated to me near this pillar: Whoever says Glory be to Allh and praise be to Him I seek forgiveness from Allh and repent to Him , , . Musannaf Ibn Ab Shaybah 35028"""
z09kpyg55,"""The 18-month-old Palestinian child, Karim Abu Nassar, was tortured while his father was detained by IOF.",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The 18-month-old Palestinian child, Karim Abu Nassar, was tortured while his father was detained by IOF."
7pkerxg74,"""The Albanian hadith scholar Shaykh Abd al-Qadir al-Arna'ut pointed out the problem that Muslims today are not waging Jihad against the Kuffar",Salafi taklidi,אריאל כהן;צבי גופרי,,,,,,,,,,,,,,,Salafi jihadi,ג. קריאה לג׳האד התקפי (לא הגנתי),,,,,,,,,,,,,Irrelevant,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Albanian hadith scholar Shaykh Abd al-Qadir al-Arna'ut pointed out the problem that Muslims today are not waging Jihad against the Kuffar"
g2a78peqb,"""The Consequence of Speaking the Truth - Imm al-Dhahab",Irrelevant,אילון כהן;ענה-יה אך,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,Skip,אימאם זה מופיע הרבה כמקור לתקלידים אבל הפוסט לא ככ תקלידי אז ספק,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Consequence of Speaking the Truth - Imm al-Dhahab"
933yspkgj,"""The Danger of Free-Mixing and a Warning to Those Who Treat the Matter Lightly

Ab Hurayrah narrated that the Messenger of Allh (   ) said:

The best rows for men are the first rows, and the worst are the last rows, and the best rows for women are the last rows, and the worst are the first rows. Muslim 440.

Al-Nawaw comments:

The reason the last rows are preferred for women who are present with men is because they are farther from mixing with the men, seeing them, becoming attached in the heart due to seeing their movements or hearing their speech, and similar matters. For this reason, the first rows are considered the opposite (less preferable) for women, and Allh knows best.

If this concern applies even in the most sacred of places, where hearts are softened, desires are restrained by the fear of Allh, and one is surrounded by righteous believers, yet unnecessary mixing between men and women is still cautioned against, then what about places of lesser sanctity, where temptation is stronger, heedlessness is more common, and restrain is weaker?

Munb al-ml""",Irrelevant,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Danger of Free-Mixing and a Warning to Those Who Treat the Matter Lightly Ab Hurayrah narrated that the Messenger of Allh ( ) said: The best rows for men are the first rows, and the worst are the last rows, and the best rows for women are the last rows, and the worst are the first rows. Muslim 440. Al-Nawaw comments: The reason the last rows are preferred for women who are present with men is because they are farther from mixing with the men, seeing them, becoming attached in the heart due to seeing their movements or hearing their speech, and similar matters. For this reason, the first rows are considered the opposite (less preferable) for women, and Allh knows best. If this concern applies even in the most sacred of places, where hearts are softened, desires are restrained by the fear of Allh, and one is surrounded by righteous believers, yet unnecessary mixing between men and women is still cautioned against, then what about places of lesser sanctity, where temptation is stronger, heedlessness is more common, and restrain is weaker? Munb al-ml"""
dcynbzbzd,"""The Day of Eid: A day of celebration for Muslims, for eating and drinking in the company of family and friends. Even so, you should learn what is allowed and what is not.
The Description of the Eid Prayer and its Takbrs
The Khutbah
Permitted Beautification for Women and the Hijb
Singing for Women
The Giving of Gifts
Important Sunnahs on Eid
Warning the Muslims from sinning on Eid
Read on:",Irrelevant,צבי גופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"""The Day of Eid: A day of celebration for Muslims, for eating and drinking in the company of family and friends. Even so, you should learn what is allowed and what is not. The Description of the Eid Prayer and its Takbrs The Khutbah Permitted Beautification for Women and the Hijb Singing for Women The Giving of Gifts Important Sunnahs on Eid Warning the Muslims from sinning on Eid Read on:"
,"""The Difference Between Dr al-Islm and Dr al-Kufr:

Ab Ysuf, the companion of Ab anfah, said:

A land is considered Dr al-Islm when the rulings of Islam are manifest in it, even if most of its inhabitants are disbelievers. And a land is considered Dr al-Kufr when the rulings of disbelief are manifest in it, even if most of its inhabitants are Muslims.
[al-Mabs by al-Sarakhs 10/144]

Ibn Mufli al-anbal said:

Every land in which the rulings of the Muslims prevail is Dr al-Islm, and if the rulings of disbelief prevail in it, then it is Dr al-Kufr. There is no third category beyond these two.
[al-db al-Shariyyah 1/213]

Ibn al-Qayyim al-Jawziyyah said:

The majority said: Dr al-Islm is that land in which the Muslims reside and upon which the rulings of Islam are implemented. Whatever the rulings of Islam are not implemented upon is not Dr al-Islm, even if it is adjacent to it.
[Akm Ahl al-Dhimmah 1/266]

Al-Q Ab Yal al-Farr said:

Every land in which the dominance is for the rulings of disbelief over the rulings of Islam is Dr al-Kufr.
[al-Mutamad f Ul al-Dn, p. 276]

Al-Ksn said:

When the rulings of disbelief become manifest in a land, it becomes Dr al-Kufr; a land becomes Dr al-Kufr by the manifestation of the rulings of disbelief.
[Badi al-ani 9/4375]

Muammad ibn al-asan al-Shaybn said:

Every land is attributed either to Islam or to disbelief. A land is attributed to Islam when its rulings are implemented in it, and it is attributed to disbelief when its rulings are implemented in it. Just as one says Paradise is the abode of peace and Hell is the abode of ruin, due to the presence of peace in Paradise and ruin in Hell. Likewise, the manifestation of Islam or disbelief is by the manifestation of their rulings.
[Badi al-ani 9/4375]

Manr al-Buht said:

Hijrah is obligatory upon one who is unable to manifest his religion in Dr al-arb, which is the land where the rulings of disbelief prevail.
[Kashshf al-Qin 3/43]

Al-Allmah amad ibn Atq said:

Whoever has familiarity with what the verifying scholars have established knows that when shirk becomes manifest in a land, prohibited matters are openly practiced, and the symbols of the religion are abolished, then it becomes a land of disbelief, its peoples wealth may be taken and their blood made lawful. The people of this land have gone further by openly insulting Allah and His religion, and they have established laws which they enforce upon the people, in opposition to the Book of Allah and the Sunnah of His Prophet (salallahu alayhi wa salam). And you know that this alone is sufficient to expel the one who does it from Islam.
[al-Durar al-Saniyyah 9/257]

The Mufti Muammad ibn Ibrhm l al-Shaykh said:

A land in which judgment is made by man-made law is not a land of Islam, and migration from it is obligatory. Likewise, if idoltary becomes manifest without being condemned or changed, then migration is obligatory. Disbelief, by its widespread prevalence and open manifestation, renders it a land of disbelief.
[Fatw Muammad ibn Ibrhm 6/188]""",Salafi taklidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,python/ELI/all_tweets.xlsx,"""The Difference Between Dr al-Islm and Dr al-Kufr: Ab Ysuf, the companion of Ab anfah, said: A land is considered Dr al-Islm when the rulings of Islam are manifest in it, even if most of its inhabitants are disbelievers. And a land is considered Dr al-Kufr when the rulings of disbelief are manifest in it, even if most of its inhabitants are Muslims. [al-Mabs by al-Sarakhs 10/144] Ibn Mufli al-anbal said: Every land in which the rulings of the Muslims prevail is Dr al-Islm, and if the rulings of disbelief prevail in it, then it is Dr al-Kufr. There is no third category beyond these two. [al-db al-Shariyyah 1/213] Ibn al-Qayyim al-Jawziyyah said: The majority said: Dr al-Islm is that land in which the Muslims reside and upon which the rulings of Islam are implemented. Whatever the rulings of Islam are not implemented upon is not Dr al-Islm, even if it is adjacent to it. [Akm Ahl al-Dhimmah 1/266] Al-Q Ab Yal al-Farr said: Every land in which the dominance is for the rulings of disbelief over the rulings of Islam is Dr al-Kufr. [al-Mutamad f Ul al-Dn, p. 276] Al-Ksn said: When the rulings of disbelief become manifest in a land, it becomes Dr al-Kufr; a land becomes Dr al-Kufr by the manifestation of the rulings of disbelief. [Badi al-ani 9/4375] Muammad ibn al-asan al-Shaybn said: Every land is attributed either to Islam or to disbelief. A land is attributed to Islam when its rulings are implemented in it, and it is attributed to disbelief when its rulings are implemented in it. Just as one says Paradise is the abode of peace and Hell is the abode of ruin, due to the presence of peace in Paradise and ruin in Hell. Likewise, the manifestation of Islam or disbelief is by the manifestation of their rulings. [Badi al-ani 9/4375] Manr al-Buht said: Hijrah is obligatory upon one who is unable to manifest his religion in Dr al-arb, which is the land where the rulings of disbelief prevail. [Kashshf al-Qin 3/43] Al-Allmah amad ibn Atq said: Whoever has familiarity with what the verifying scholars have established knows that when shirk becomes manifest in a land, prohibited matters are openly practiced, and the symbols of the religion are abolished, then it becomes a land of disbelief, its peoples wealth may be taken and their blood made lawful. The people of this land have gone further by openly insulting Allah and His religion, and they have established laws which they enforce upon the people, in opposition to the Book of Allah and the Sunnah of His Prophet (salallahu alayhi wa salam). And you know that this alone is sufficient to expel the one who does it from Islam. [al-Durar al-Saniyyah 9/257] The Mufti Muammad ibn Ibrhm l al-Shaykh said: A land in which judgment is made by man-made law is not a land of Islam, and migration from it is obligatory. Likewise, if idoltary becomes manifest without being condemned or changed, then migration is obligatory. Disbelief, by its widespread prevalence and open manifestation, renders it a land of disbelief. [Fatw Muammad ibn Ibrhm 6/188]"""
v2y2lykfq,"""The Dream that Shaykh Musa had of Prophet Ibrahim.",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Dream that Shaykh Musa had of Prophet Ibrahim."
ggv55tvuo,"""The Etiquettes of Jumu'ah - Mustafa George @Mustafa_George 

Khutbah: 14th of July 2023",Salafi taklidi,בנימין ווליך,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Etiquettes of Jumu'ah - Mustafa George @Mustafa_George Khutbah: 14th of July 2023"
cgfsxb9kz,"""The Humour of Shaykh Ibn Uthaymeen    

Shaykh Uthaymeen was giving a lesson surrounding the issue of marrying woman with defects.

Someone asked him:

If I married a woman and found out she didn't have any teeth, does this affect allow me to annul the marriage?""",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Humour of Shaykh Ibn Uthaymeen Shaykh Uthaymeen was giving a lesson surrounding the issue of marrying woman with defects. Someone asked him: If I married a woman and found out she didn't have any teeth, does this affect allow me to annul the marriage?"""
mftjfbq4f,"""The Islamic Emirate of Afghanistan has taken a decisive step, dismantling the interest-based banking system and replacing it entirely with an Islamic financial framework.

Officials from Da Afghanistan Bank confirmed that the nations financial institutions are being cleansed of usury, realigning the economy with the Islamic Shariah. 

Dr. Lutfullah Khairkhwa, Director of Banking and Financial Services at Da Afghanistan Bank, announced that the practice of usury has been eliminated across all commercial banks operating in the country.

Dr. Lutfullah Khairkhwa made it clear: This is not a symbolic shift. It is a structural transformation, one that seeks to uproot every trace of interest and establish a system grounded firmly in Shariah.""",Irrelevant,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Islamic Emirate of Afghanistan has taken a decisive step, dismantling the interest-based banking system and replacing it entirely with an Islamic financial framework. Officials from Da Afghanistan Bank confirmed that the nations financial institutions are being cleansed of usury, realigning the economy with the Islamic Shariah. Dr. Lutfullah Khairkhwa, Director of Banking and Financial Services at Da Afghanistan Bank, announced that the practice of usury has been eliminated across all commercial banks operating in the country. Dr. Lutfullah Khairkhwa made it clear: This is not a symbolic shift. It is a structural transformation, one that seeks to uproot every trace of interest and establish a system grounded firmly in Shariah."""
d67g1qzlt,"""The Janaazah of the noble Shaykh &amp; Alaamah, Hamud bin Uqla ash-Shu'aybi. He was from Buraydah &amp; was the Shaykh of many of the senior scholars of our time but has been largely forgotten &amp; ignored (due to his stances it seems). May Allah have mercy on him.",Salafi jihadi,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Janaazah of the noble Shaykh &amp; Alaamah, Hamud bin Uqla ash-Shu'aybi. He was from Buraydah &amp; was the Shaykh of many of the senior scholars of our time but has been largely forgotten &amp; ignored (due to his stances it seems). May Allah have mercy on him."
xknu3flgz,"""The Kufr of laws that oppose the Shari'ah, permit Haraam &amp; the legitimacy of the rulers who implement them

- Shaykh Abdullah bin Humayd",Salafi taklidi,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Kufr of laws that oppose the Shari'ah, permit Haraam &amp; the legitimacy of the rulers who implement them - Shaykh Abdullah bin Humayd"
,"""The Kufr of the UAE summed up in under 2 minutes. Kufr Duna Kufr? Are these tyrants supposed to be listened to &amp; obeyed? The answer is clear.",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Kufr of the UAE summed up in under 2 minutes. Kufr Duna Kufr? Are these tyrants supposed to be listened to &amp; obeyed? The answer is clear."
7j17yz7ig,"""The Madkhalis are h*rny and  Rise up and discuss (pls dont). @ameeniooo This is the students and product of Shamsi and SPUBS. Is this how you refute Khawarij ? By engaging in the same filth that Allah destroyed entire nations for ? #salafi #salafiyyah",Salafi taklidi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,Irrelevant,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Madkhalis are h*rny and Rise up and discuss (pls dont). @ameeniooo This is the students and product of Shamsi and SPUBS. Is this how you refute Khawarij ? By engaging in the same filth that Allah destroyed entire nations for ? #salafi #salafiyyah"
agt0w8rw8,"""The Mawlid is an innovation,",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,"""The Mawlid is an innovation,"
3axhsqepf,"""The Mohamed Salah replacement has to be Michael Olise.""",Irrelevant,אורי כהן;זיו חסון,,,,,,,,,Irrelevant,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Mohamed Salah replacement has to be Michael Olise."""
uxk4dpl3e,"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: 

O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?...

 The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( ),",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Skip,"מצד אחד אין שום סממן ברור של תקלידי או ג'יהדי מצד שני מביאים אבן רג'אב רק סלפים, גם תקלידים גם ג'יהדים אז מתלבטת בין irrelevant לסלפי תקלידי",,,,,,python/ELI/all_tweets.xlsx,"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?... The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( ),"
6pm3gvcmi,"""The Muslims performed the Prayer for Rain in Saudi Arabia  on Thursday 13th and it rained Saturday 15th. 

Alhamdu lillah. 

May Allah bless the Muslims in Palestine, Sudan and worldwide with safety and ease.,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""The Muslims performed the Prayer for Rain in Saudi Arabia on Thursday 13th and it rained Saturday 15th. Alhamdu lillah. May Allah bless the Muslims in Palestine, Sudan and worldwide with safety and ease.,"
wf3sh80nx,"""The Old City [11] @taqwatravels",Irrelevant,אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Old City [11] @taqwatravels"
vnbh90bs8,"""The Prayer brought comfort and delight to the Prophet ('alayhis-salam). How can the Muslim not love and look forward to the Prayer, wherein, he/she will be standing in front of the One Who has blessed them with countless  blessings!",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Prayer brought comfort and delight to the Prophet ('alayhis-salam). How can the Muslim not love and look forward to the Prayer, wherein, he/she will be standing in front of the One Who has blessed them with countless blessings!"
541mmw9bw,"""The Principle of a just person, a seeker of truth is always Shaykh Rabee (rahimahullah)",Salafi taklidi,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Principle of a just person, a seeker of truth is always Shaykh Rabee (rahimahullah)"
15pfm8f8y,"""The Prophet commanded to expel the Mushrikeen from the Arabian Peninsiula .

The UAE apostates decide to welcome the Pagans and build temples of Shirk in the Arabian Peninsula.

#BoycottUAE",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Prophet commanded to expel the Mushrikeen from the Arabian Peninsiula . The UAE apostates decide to welcome the Pagans and build temples of Shirk in the Arabian Peninsula. #BoycottUAE"
qg75pgm1p,"""The Prophet  said:

 ""When Allah loves a slave, He calls out to Jibril and says: 'I love so-and-so; so love him'. Then Jibril loves him. After that he (Jibril) announces to the inhabitants of heavens that Allah loves so- and-so; so love him; and the inhabitants of the heavens (the angels) also love him and then make people on earth love him"".

[Al Bukhari and Muslim]

Sheikh Saud ash Shuraim is one of these people. A man whose voice is recognised by Muslims in all corners of the world. A man, whose voice you here, remind you of Masjid al Haram""",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Prophet said: ""When Allah loves a slave, He calls out to Jibril and says: 'I love so-and-so; so love him'. Then Jibril loves him. After that he (Jibril) announces to the inhabitants of heavens that Allah loves so- and-so; so love him; and the inhabitants of the heavens (the angels) also love him and then make people on earth love him"". [Al Bukhari and Muslim] Sheikh Saud ash Shuraim is one of these people. A man whose voice is recognised by Muslims in all corners of the world. A man, whose voice you here, remind you of Masjid al Haram"""
0qvdwtna3,"""The Prophet  said:      (There is no marriage without the permission of the wal). Sunan Ab Dwd 2805, h (al-Albn).

Ikhwanis: Parent/guardian can be present in a marriage sit-down, but they are requested not to interfere with the sessions.

So the guardian cannot ""interfere"", and as to add to the humiliation, he should pay a fee to ""observe"", whilst his daughter is in a ""rotational setting"" meeting other men. He is the wal, he should be jealous over his ward and not exhibit beta-male energy.

For the people who lazily proclaim: Why do you Salafis busy yourself with refutations?

This is why. We observe nonsense like this daily and out of love for Kitb and Sunnah and love for the truth to be upheld, we speak out. This is the vigilance every Muslim should have in defending the Sunnah and uniting the people upon it.

Porting speed dating concepts into Islamic marriage meet-ups is humiliation and ignorance, adopting the methods of the disbelievers. It reminds us of the narration:

Ab Hurayrah (Allah be pleased with him) narrated that the Prophet () said: The Hour will not be established until my Ummah will take the ways of those generations (nations) that preceded them, following them handspan by handspan, cubit-length by cubit-length. They asked: O Allahs Messengers! Such as the Persians and Romans? He replied: Who else except for them. (al-Bukhr, no. 7319)

We ask Allh for safety."",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,"""The Prophet said: (There is no marriage without the permission of the wal). Sunan Ab Dwd 2805, h (al-Albn). Ikhwanis: Parent/guardian can be present in a marriage sit-down, but they are requested not to interfere with the sessions. So the guardian cannot ""interfere"", and as to add to the humiliation, he should pay a fee to ""observe"", whilst his daughter is in a ""rotational setting"" meeting other men. He is the wal, he should be jealous over his ward and not exhibit beta-male energy. For the people who lazily proclaim: Why do you Salafis busy yourself with refutations? This is why. We observe nonsense like this daily and out of love for Kitb and Sunnah and love for the truth to be upheld, we speak out. This is the vigilance every Muslim should have in defending the Sunnah and uniting the people upon it. Porting speed dating concepts into Islamic marriage meet-ups is humiliation and ignorance, adopting the methods of the disbelievers. It reminds us of the narration: Ab Hurayrah (Allah be pleased with him) narrated that the Prophet () said: The Hour will not be established until my Ummah will take the ways of those generations (nations) that preceded them, following them handspan by handspan, cubit-length by cubit-length. They asked: O Allahs Messengers! Such as the Persians and Romans? He replied: Who else except for them. (al-Bukhr, no. 7319) We ask Allh for safety."","
eavuz526h,"""The Quran draws the servant closer to Allh...",Irrelevant,ענה-יה אך;אילון כהן,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""The Quran draws the servant closer to Allh..."
x0j8m165s,"""The R-Arabia FTDNA project documents R1a across Quraysh, Banu Hashim, Shammar, Tamim, Anizah, Banu Khalid - the full spectrum of Adnanite/Arabised Arab noble lineages. Clustered in elite lines.

Source: ftDNA R-Arabia Y-DNA Project - 500+ entries; R1a Arabia Project genetic chart",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"""The R-Arabia FTDNA project documents R1a across Quraysh, Banu Hashim, Shammar, Tamim, Anizah, Banu Khalid - the full spectrum of Adnanite/Arabised Arab noble lineages. Clustered in elite lines. Source: ftDNA R-Arabia Y-DNA Project - 500+ entries; R1a Arabia Project genetic chart"
hjusa3zua,"""The Reality of Saudi Arabia &amp; Alcohol
#islam #SaudiArabia #Saudi

Credit: @HammaadBYunus",Salafi taklidi,אריאל כהן;צבי גופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,Salafi taklidi,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Reality of Saudi Arabia &amp; Alcohol #islam #SaudiArabia #Saudi Credit: @HammaadBYunus"
fxj7pwd3t,"""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study.

In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it.

Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance.

Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose.

We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!"",",Salafi taklidi,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study. In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it. Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance. Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose. We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!"","
k0lxpn47i,"""The Salafi position on the UAE's aggression against Sudan. - Shaykh Nizar bin Hashim Al-Abbas.,",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"""The Salafi position on the UAE's aggression against Sudan. - Shaykh Nizar bin Hashim Al-Abbas.,"
daa8egy60,"""The Scholars of the Tawagheet",Salafi jihadi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Scholars of the Tawagheet"
pa98zylm8,"""The Shaykhs renowned Tawhid series, a treasure of authentic knowledge.

37 classes grounded in clarity and truth.

Bookmark it. Share it. Spread it for the sake of Allah.""",Salafi taklidi,אילון כהן;אריאל כהן,,,,,,,,,,,,,Salafi taklidi,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Shaykhs renowned Tawhid series, a treasure of authentic knowledge. 37 classes grounded in clarity and truth. Bookmark it. Share it. Spread it for the sake of Allah."""
u3dsob8lc,"""The Straight Path is clear if you are athari, Upon following the Sunnah with the narrations of the Companions, their students then their students.",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""The Straight Path is clear if you are athari, Upon following the Sunnah with the narrations of the Companions, their students then their students."
kkj0eb1cg,"""The Wahhb assault on Karbal in 1802

 Sad Ibn Abd al-Azz said:

And [as for] your statement: We took Karbal, slaughtered its people, and seized their wealththen praise be to Allh, Lord of the worlds. We do not make excuses for that, and we say: {And for the disbelievers there are similar [punishments]}. [47:10]

 (Al-Durar al-Sanyyah F Ajwibat al-Najdyyah 9/284)""",Salafi taklidi,הילי חכמי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""The Wahhb assault on Karbal in 1802 Sad Ibn Abd al-Azz said: And [as for] your statement: We took Karbal, slaughtered its people, and seized their wealththen praise be to Allh, Lord of the worlds. We do not make excuses for that, and we say: {And for the disbelievers there are similar [punishments]}. [47:10] (Al-Durar al-Sanyyah F Ajwibat al-Najdyyah 9/284)"""
